user_id,session_id,event_time,event_type,product_id,category,price,device_type,user_type
713,690,2024-01-22 12:58:00,view,1467,Fashion,723,Mobile,New
713,690,2024-01-22 12:59:00,cart,1467,Fashion,723,Mobile,New
1401,691,2024-01-06 22:40:00,view,1363,Home,675,Desktop,New
1401,691,2024-01-06 22:44:00,cart,1363,Home,675,Desktop,New
1401,691,2024-01-06 22:48:00,checkout,1363,Home,675,Desktop,New
1401,691,2024-01-06 22:52:00,purchase,1363,Home,675,Desktop,New
1575,692,2024-01-17 23:36:00,view,1074,Electronics,175,Mobile,New
1575,692,2024-01-17 23:39:00,cart,1074,Electronics,175,Mobile,New
1564,693,2024-01-24 16:40:00,view,1562,Fashion,804,Mobile,New
1564,693,2024-01-24 16:43:00,cart,1562,Fashion,804,Mobile,New
1564,693,2024-01-24 16:47:00,checkout,1562,Fashion,804,Mobile,New
1564,693,2024-01-24 16:50:00,purchase,1562,Fashion,804,Mobile,New
771,694,2024-01-14 08:13:00,view,1763,Beauty,139,Mobile,New
771,694,2024-01-14 08:15:00,cart,1763,Beauty,139,Mobile,New
771,694,2024-01-14 08:17:00,checkout,1763,Beauty,139,Mobile,New
1108,695,2024-01-15 02:16:00,view,1849,Home,989,Desktop,Returning
454,696,2024-01-05 12:40:00,view,1320,Home,523,Desktop,Returning
454,696,2024-01-05 12:44:00,cart,1320,Home,523,Desktop,Returning
667,697,2024-01-14 11:09:00,view,1474,Electronics,980,Desktop,New
667,697,2024-01-14 11:11:00,cart,1474,Electronics,980,Desktop,New
667,697,2024-01-14 11:14:00,checkout,1474,Electronics,980,Desktop,New
667,697,2024-01-14 11:17:00,purchase,1474,Electronics,980,Desktop,New
629,698,2024-01-05 17:30:00,view,1680,Beauty,202,Mobile,New
629,698,2024-01-05 17:31:00,cart,1680,Beauty,202,Mobile,New
629,698,2024-01-05 17:34:00,checkout,1680,Beauty,202,Mobile,New
629,698,2024-01-05 17:36:00,purchase,1680,Beauty,202,Mobile,New
1538,699,2024-01-25 18:15:00,view,1860,Fashion,572,Desktop,Returning
1538,699,2024-01-25 18:16:00,cart,1860,Fashion,572,Desktop,Returning
1538,699,2024-01-25 18:19:00,checkout,1860,Fashion,572,Desktop,Returning
1538,699,2024-01-25 18:22:00,purchase,1860,Fashion,572,Desktop,Returning
1629,700,2024-01-18 00:06:00,view,1142,Beauty,426,Desktop,New
1702,701,2024-02-01 13:50:00,view,1386,Electronics,286,Mobile,New
1702,701,2024-02-01 13:54:00,cart,1386,Electronics,286,Mobile,New
1702,701,2024-02-01 13:55:00,checkout,1386,Electronics,286,Mobile,New
387,702,2024-01-12 08:08:00,view,1826,Beauty,764,Mobile,New
1936,703,2024-01-22 10:18:00,view,1475,Beauty,277,Mobile,Returning
1936,703,2024-01-22 10:22:00,cart,1475,Beauty,277,Mobile,Returning
1374,704,2024-01-21 03:58:00,view,1020,Fashion,698,Desktop,New
1374,704,2024-01-21 04:01:00,cart,1020,Fashion,698,Desktop,New
1374,704,2024-01-21 04:03:00,checkout,1020,Fashion,698,Desktop,New
1374,704,2024-01-21 04:07:00,purchase,1020,Fashion,698,Desktop,New
296,705,2024-01-06 11:30:00,view,1213,Electronics,621,Desktop,New
258,706,2024-02-04 15:46:00,view,1967,Beauty,656,Desktop,Returning
1105,707,2024-01-29 04:58:00,view,1791,Fashion,609,Mobile,Returning
1105,707,2024-01-29 05:02:00,cart,1791,Fashion,609,Mobile,Returning
1961,708,2024-01-02 11:22:00,view,1264,Electronics,191,Desktop,New
1961,708,2024-01-02 11:26:00,cart,1264,Electronics,191,Desktop,New
1961,708,2024-01-02 11:30:00,checkout,1264,Electronics,191,Desktop,New
1961,708,2024-01-02 11:34:00,purchase,1264,Electronics,191,Desktop,New
268,709,2024-01-31 15:07:00,view,1446,Beauty,518,Mobile,Returning
419,710,2024-01-13 16:47:00,view,1729,Home,884,Mobile,Returning
419,710,2024-01-13 16:49:00,cart,1729,Home,884,Mobile,Returning
419,710,2024-01-13 16:53:00,checkout,1729,Home,884,Mobile,Returning
419,710,2024-01-13 16:56:00,purchase,1729,Home,884,Mobile,Returning
235,711,2024-01-08 16:50:00,view,1211,Beauty,756,Desktop,New
1857,712,2024-01-26 00:05:00,view,1445,Fashion,261,Mobile,Returning
1335,713,2024-01-13 19:04:00,view,1018,Home,345,Desktop,Returning
1335,713,2024-01-13 19:08:00,cart,1018,Home,345,Desktop,Returning
1335,713,2024-01-13 19:09:00,checkout,1018,Home,345,Desktop,Returning
1335,713,2024-01-13 19:11:00,purchase,1018,Home,345,Desktop,Returning
1837,714,2024-01-05 03:26:00,view,1876,Home,954,Mobile,New
1837,714,2024-01-05 03:30:00,cart,1876,Home,954,Mobile,New
1837,714,2024-01-05 03:31:00,checkout,1876,Home,954,Mobile,New
1837,714,2024-01-05 03:33:00,purchase,1876,Home,954,Mobile,New
1999,715,2024-01-17 14:00:00,view,1278,Home,825,Desktop,New
1999,715,2024-01-17 14:01:00,cart,1278,Home,825,Desktop,New
986,716,2024-01-04 18:46:00,view,1108,Electronics,703,Mobile,New
986,716,2024-01-04 18:50:00,cart,1108,Electronics,703,Mobile,New
986,716,2024-01-04 18:52:00,checkout,1108,Electronics,703,Mobile,New
986,716,2024-01-04 18:54:00,purchase,1108,Electronics,703,Mobile,New
1381,717,2024-01-29 11:19:00,view,1840,Home,416,Mobile,New
1237,718,2024-01-06 11:18:00,view,1052,Beauty,529,Mobile,Returning
1237,718,2024-01-06 11:19:00,cart,1052,Beauty,529,Mobile,Returning
1237,718,2024-01-06 11:21:00,checkout,1052,Beauty,529,Mobile,Returning
1237,718,2024-01-06 11:25:00,purchase,1052,Beauty,529,Mobile,Returning
574,719,2024-01-11 02:47:00,view,1557,Home,95,Mobile,Returning
574,719,2024-01-11 02:50:00,cart,1557,Home,95,Mobile,Returning
574,719,2024-01-11 02:52:00,checkout,1557,Home,95,Mobile,Returning
574,719,2024-01-11 02:54:00,purchase,1557,Home,95,Mobile,Returning
49,720,2024-01-03 20:59:00,view,1080,Home,852,Desktop,New
1151,721,2024-02-03 17:12:00,view,1294,Home,668,Mobile,Returning
1151,721,2024-02-03 17:15:00,cart,1294,Home,668,Mobile,Returning
223,722,2024-02-02 04:13:00,view,1375,Beauty,387,Desktop,New
223,722,2024-02-02 04:16:00,cart,1375,Beauty,387,Desktop,New
223,722,2024-02-02 04:17:00,checkout,1375,Beauty,387,Desktop,New
223,722,2024-02-02 04:18:00,purchase,1375,Beauty,387,Desktop,New
921,723,2024-02-01 07:03:00,view,1624,Fashion,165,Tablet,Returning
1303,724,2024-01-16 09:17:00,view,1333,Fashion,247,Mobile,New
1432,725,2024-01-09 05:02:00,view,1670,Beauty,708,Mobile,New
1529,726,2024-01-18 05:04:00,view,1260,Fashion,698,Desktop,Returning
1529,726,2024-01-18 05:05:00,cart,1260,Fashion,698,Desktop,Returning
1529,726,2024-01-18 05:09:00,checkout,1260,Fashion,698,Desktop,Returning
1318,727,2024-01-09 04:41:00,view,1906,Home,234,Tablet,Returning
1318,727,2024-01-09 04:44:00,cart,1906,Home,234,Tablet,Returning
1318,727,2024-01-09 04:47:00,checkout,1906,Home,234,Tablet,Returning
1318,727,2024-01-09 04:50:00,purchase,1906,Home,234,Tablet,Returning
1820,728,2024-01-01 07:12:00,view,1584,Home,223,Desktop,New
1820,728,2024-01-01 07:15:00,cart,1584,Home,223,Desktop,New
277,729,2024-01-29 10:44:00,view,1302,Fashion,247,Mobile,Returning
1462,730,2024-01-09 19:40:00,view,1520,Home,630,Desktop,Returning
1462,730,2024-01-09 19:43:00,cart,1520,Home,630,Desktop,Returning
1462,730,2024-01-09 19:47:00,checkout,1520,Home,630,Desktop,Returning
1462,730,2024-01-09 19:49:00,purchase,1520,Home,630,Desktop,Returning
1131,731,2024-02-01 10:23:00,view,1977,Fashion,868,Mobile,Returning
1131,731,2024-02-01 10:24:00,cart,1977,Fashion,868,Mobile,Returning
1131,731,2024-02-01 10:26:00,checkout,1977,Fashion,868,Mobile,Returning
1682,732,2024-01-11 04:45:00,view,1099,Beauty,877,Tablet,Returning
1682,732,2024-01-11 04:47:00,cart,1099,Beauty,877,Tablet,Returning
1682,732,2024-01-11 04:49:00,checkout,1099,Beauty,877,Tablet,Returning
1682,732,2024-01-11 04:51:00,purchase,1099,Beauty,877,Tablet,Returning
420,733,2024-01-19 02:14:00,view,1120,Fashion,983,Tablet,Returning
420,733,2024-01-19 02:17:00,cart,1120,Fashion,983,Tablet,Returning
420,733,2024-01-19 02:18:00,checkout,1120,Fashion,983,Tablet,Returning
611,734,2024-01-14 01:21:00,view,1300,Beauty,179,Mobile,New
611,734,2024-01-14 01:25:00,cart,1300,Beauty,179,Mobile,New
611,734,2024-01-14 01:27:00,checkout,1300,Beauty,179,Mobile,New
611,734,2024-01-14 01:30:00,purchase,1300,Beauty,179,Mobile,New
1453,735,2024-01-01 21:46:00,view,1790,Fashion,939,Mobile,Returning
1453,735,2024-01-01 21:50:00,cart,1790,Fashion,939,Mobile,Returning
1453,735,2024-01-01 21:53:00,checkout,1790,Fashion,939,Mobile,Returning
1453,735,2024-01-01 21:55:00,purchase,1790,Fashion,939,Mobile,Returning
375,736,2024-01-04 04:55:00,view,1691,Electronics,175,Mobile,New
375,736,2024-01-04 04:59:00,cart,1691,Electronics,175,Mobile,New
73,737,2024-01-02 20:11:00,view,1106,Beauty,873,Mobile,New
73,737,2024-01-02 20:12:00,cart,1106,Beauty,873,Mobile,New
73,737,2024-01-02 20:15:00,checkout,1106,Beauty,873,Mobile,New
73,737,2024-01-02 20:17:00,purchase,1106,Beauty,873,Mobile,New
1973,738,2024-01-08 12:43:00,view,1094,Fashion,563,Desktop,New
1658,739,2024-01-02 12:15:00,view,1384,Beauty,197,Mobile,New
1658,739,2024-01-02 12:16:00,cart,1384,Beauty,197,Mobile,New
1658,739,2024-01-02 12:19:00,checkout,1384,Beauty,197,Mobile,New
1054,740,2024-01-23 22:22:00,view,1488,Electronics,830,Mobile,Returning
1054,740,2024-01-23 22:25:00,cart,1488,Electronics,830,Mobile,Returning
1054,740,2024-01-23 22:26:00,checkout,1488,Electronics,830,Mobile,Returning
1054,740,2024-01-23 22:30:00,purchase,1488,Electronics,830,Mobile,Returning
1212,741,2024-01-26 03:41:00,view,1413,Beauty,305,Mobile,New
1388,742,2024-01-05 02:34:00,view,1524,Electronics,144,Tablet,New
1388,742,2024-01-05 02:37:00,cart,1524,Electronics,144,Tablet,New
1890,743,2024-01-22 13:05:00,view,1064,Fashion,661,Desktop,Returning
1824,744,2024-01-11 06:09:00,view,1716,Home,827,Mobile,Returning
1824,744,2024-01-11 06:11:00,cart,1716,Home,827,Mobile,Returning
1824,744,2024-01-11 06:14:00,checkout,1716,Home,827,Mobile,Returning
1824,744,2024-01-11 06:17:00,purchase,1716,Home,827,Mobile,Returning
1475,745,2024-02-02 10:46:00,view,1407,Fashion,243,Mobile,New
1475,745,2024-02-02 10:47:00,cart,1407,Fashion,243,Mobile,New
1475,745,2024-02-02 10:48:00,checkout,1407,Fashion,243,Mobile,New
1475,745,2024-02-02 10:51:00,purchase,1407,Fashion,243,Mobile,New
195,746,2024-01-28 20:21:00,view,1996,Electronics,98,Tablet,New
1180,747,2024-01-06 10:09:00,view,1826,Home,862,Desktop,New
1180,747,2024-01-06 10:10:00,cart,1826,Home,862,Desktop,New
1196,748,2024-01-19 22:47:00,view,1568,Fashion,477,Mobile,Returning
847,749,2024-01-30 21:27:00,view,1526,Electronics,121,Mobile,New
1065,750,2024-02-02 00:51:00,view,1251,Electronics,635,Mobile,New
1065,750,2024-02-02 00:53:00,cart,1251,Electronics,635,Mobile,New
1087,751,2024-01-19 11:28:00,view,1994,Electronics,811,Mobile,Returning
23,752,2024-01-06 12:22:00,view,1821,Home,377,Mobile,New
23,752,2024-01-06 12:25:00,cart,1821,Home,377,Mobile,New
23,752,2024-01-06 12:27:00,checkout,1821,Home,377,Mobile,New
23,752,2024-01-06 12:28:00,purchase,1821,Home,377,Mobile,New
360,753,2024-01-22 12:34:00,view,1367,Fashion,574,Desktop,New
360,753,2024-01-22 12:37:00,cart,1367,Fashion,574,Desktop,New
360,753,2024-01-22 12:39:00,checkout,1367,Fashion,574,Desktop,New
1099,754,2024-01-06 08:31:00,view,1594,Beauty,921,Mobile,Returning
1099,754,2024-01-06 08:35:00,cart,1594,Beauty,921,Mobile,Returning
1099,754,2024-01-06 08:39:00,checkout,1594,Beauty,921,Mobile,Returning
1099,754,2024-01-06 08:41:00,purchase,1594,Beauty,921,Mobile,Returning
560,755,2024-01-08 02:48:00,view,1236,Home,700,Desktop,Returning
672,756,2024-01-29 02:56:00,view,1413,Fashion,937,Mobile,Returning
672,756,2024-01-29 02:57:00,cart,1413,Fashion,937,Mobile,Returning
672,756,2024-01-29 03:01:00,checkout,1413,Fashion,937,Mobile,Returning
1849,757,2024-01-20 02:19:00,view,1449,Fashion,888,Desktop,Returning
1849,757,2024-01-20 02:22:00,cart,1449,Fashion,888,Desktop,Returning
1849,757,2024-01-20 02:26:00,checkout,1449,Fashion,888,Desktop,Returning
1849,757,2024-01-20 02:28:00,purchase,1449,Fashion,888,Desktop,Returning
1142,758,2024-01-04 01:06:00,view,1672,Home,552,Desktop,New
1142,758,2024-01-04 01:07:00,cart,1672,Home,552,Desktop,New
1142,758,2024-01-04 01:09:00,checkout,1672,Home,552,Desktop,New
1142,758,2024-01-04 01:12:00,purchase,1672,Home,552,Desktop,New
1636,759,2024-01-21 17:08:00,view,1282,Fashion,889,Mobile,New
1404,760,2024-01-10 11:05:00,view,1599,Beauty,988,Mobile,Returning
1953,761,2024-01-30 03:54:00,view,1459,Fashion,325,Desktop,New
1953,761,2024-01-30 03:57:00,cart,1459,Fashion,325,Desktop,New
1953,761,2024-01-30 04:00:00,checkout,1459,Fashion,325,Desktop,New
1953,761,2024-01-30 04:04:00,purchase,1459,Fashion,325,Desktop,New
1944,762,2024-01-15 22:48:00,view,1057,Home,206,Mobile,Returning
1944,762,2024-01-15 22:51:00,cart,1057,Home,206,Mobile,Returning
1944,762,2024-01-15 22:54:00,checkout,1057,Home,206,Mobile,Returning
679,763,2024-01-05 06:03:00,view,1726,Electronics,174,Mobile,Returning
679,763,2024-01-05 06:04:00,cart,1726,Electronics,174,Mobile,Returning
679,763,2024-01-05 06:05:00,checkout,1726,Electronics,174,Mobile,Returning
679,763,2024-01-05 06:09:00,purchase,1726,Electronics,174,Mobile,Returning
1314,764,2024-01-11 15:24:00,view,1167,Beauty,810,Mobile,Returning
440,765,2024-01-28 07:59:00,view,1995,Home,839,Tablet,New
440,765,2024-01-28 08:03:00,cart,1995,Home,839,Tablet,New
440,765,2024-01-28 08:05:00,checkout,1995,Home,839,Tablet,New
440,765,2024-01-28 08:09:00,purchase,1995,Home,839,Tablet,New
1692,766,2024-01-20 15:25:00,view,1246,Electronics,644,Mobile,New
1692,766,2024-01-20 15:28:00,cart,1246,Electronics,644,Mobile,New
1692,766,2024-01-20 15:32:00,checkout,1246,Electronics,644,Mobile,New
1692,766,2024-01-20 15:36:00,purchase,1246,Electronics,644,Mobile,New
933,767,2024-01-18 07:29:00,view,1716,Beauty,708,Desktop,Returning
7,768,2024-01-26 06:30:00,view,1204,Fashion,152,Mobile,New
1220,769,2024-01-08 02:15:00,view,1362,Electronics,47,Desktop,New
1220,769,2024-01-08 02:18:00,cart,1362,Electronics,47,Desktop,New
1220,769,2024-01-08 02:22:00,checkout,1362,Electronics,47,Desktop,New
421,770,2024-01-18 22:24:00,view,1213,Electronics,945,Mobile,Returning
421,770,2024-01-18 22:27:00,cart,1213,Electronics,945,Mobile,Returning
421,770,2024-01-18 22:30:00,checkout,1213,Electronics,945,Mobile,Returning
421,770,2024-01-18 22:34:00,purchase,1213,Electronics,945,Mobile,Returning
1592,771,2024-01-25 03:26:00,view,1361,Beauty,14,Desktop,Returning
833,772,2024-01-05 15:08:00,view,1421,Home,282,Mobile,New
833,772,2024-01-05 15:09:00,cart,1421,Home,282,Mobile,New
833,772,2024-01-05 15:10:00,checkout,1421,Home,282,Mobile,New
833,772,2024-01-05 15:12:00,purchase,1421,Home,282,Mobile,New
1217,773,2024-01-13 10:43:00,view,1024,Fashion,356,Desktop,New
559,774,2024-01-18 03:28:00,view,1719,Fashion,363,Desktop,Returning
1172,775,2024-02-03 11:20:00,view,1906,Fashion,224,Mobile,Returning
1172,775,2024-02-03 11:23:00,cart,1906,Fashion,224,Mobile,Returning
1811,776,2024-01-23 14:45:00,view,1732,Fashion,437,Mobile,Returning
1693,777,2024-01-16 13:54:00,view,1215,Fashion,718,Mobile,New
1226,778,2024-02-04 11:54:00,view,1601,Beauty,389,Mobile,Returning
1226,778,2024-02-04 11:58:00,cart,1601,Beauty,389,Mobile,Returning
1468,779,2024-01-10 07:21:00,view,1423,Beauty,412,Desktop,New
1468,779,2024-01-10 07:24:00,cart,1423,Beauty,412,Desktop,New
914,780,2024-01-27 18:26:00,view,1172,Beauty,959,Mobile,New
914,780,2024-01-27 18:29:00,cart,1172,Beauty,959,Mobile,New
1443,781,2024-01-27 19:49:00,view,1933,Electronics,590,Mobile,Returning
1451,782,2024-02-01 23:10:00,view,1948,Fashion,647,Desktop,New
1007,783,2024-02-03 07:05:00,view,1670,Beauty,633,Mobile,Returning
1007,783,2024-02-03 07:07:00,cart,1670,Beauty,633,Mobile,Returning
1007,783,2024-02-03 07:08:00,checkout,1670,Beauty,633,Mobile,Returning
1007,783,2024-02-03 07:10:00,purchase,1670,Beauty,633,Mobile,Returning
1503,784,2024-01-05 02:58:00,view,1991,Fashion,495,Mobile,New
1499,785,2024-01-23 14:35:00,view,1292,Fashion,552,Mobile,New
1499,785,2024-01-23 14:37:00,cart,1292,Fashion,552,Mobile,New
126,786,2024-01-09 18:25:00,view,1726,Electronics,643,Tablet,New
395,787,2024-02-01 22:20:00,view,1321,Fashion,944,Desktop,New
817,788,2024-01-22 15:12:00,view,1865,Fashion,112,Desktop,New
817,788,2024-01-22 15:16:00,cart,1865,Fashion,112,Desktop,New
817,788,2024-01-22 15:17:00,checkout,1865,Fashion,112,Desktop,New
817,788,2024-01-22 15:19:00,purchase,1865,Fashion,112,Desktop,New
881,789,2024-01-01 10:22:00,view,1570,Fashion,598,Mobile,New
881,789,2024-01-01 10:23:00,cart,1570,Fashion,598,Mobile,New
1830,790,2024-01-21 20:25:00,view,1797,Beauty,790,Desktop,New
1830,790,2024-01-21 20:29:00,cart,1797,Beauty,790,Desktop,New
576,791,2024-01-22 08:28:00,view,1967,Home,592,Mobile,Returning
576,791,2024-01-22 08:31:00,cart,1967,Home,592,Mobile,Returning
576,791,2024-01-22 08:34:00,checkout,1967,Home,592,Mobile,Returning
325,792,2024-01-02 12:44:00,view,1571,Home,676,Mobile,Returning
325,792,2024-01-02 12:48:00,cart,1571,Home,676,Mobile,Returning
1416,793,2024-01-15 20:34:00,view,1637,Electronics,426,Mobile,Returning
1416,793,2024-01-15 20:36:00,cart,1637,Electronics,426,Mobile,Returning
1416,793,2024-01-15 20:40:00,checkout,1637,Electronics,426,Mobile,Returning
1416,793,2024-01-15 20:43:00,purchase,1637,Electronics,426,Mobile,Returning
930,794,2024-01-31 03:24:00,view,1032,Home,468,Mobile,New
1712,795,2024-01-03 10:10:00,view,1615,Beauty,99,Mobile,New
1712,795,2024-01-03 10:13:00,cart,1615,Beauty,99,Mobile,New
1712,795,2024-01-03 10:16:00,checkout,1615,Beauty,99,Mobile,New
1712,795,2024-01-03 10:18:00,purchase,1615,Beauty,99,Mobile,New
1652,796,2024-01-02 21:08:00,view,1708,Fashion,100,Mobile,New
1652,796,2024-01-02 21:10:00,cart,1708,Fashion,100,Mobile,New
1652,796,2024-01-02 21:13:00,checkout,1708,Fashion,100,Mobile,New
1652,796,2024-01-02 21:17:00,purchase,1708,Fashion,100,Mobile,New
1464,797,2024-01-02 10:47:00,view,1232,Beauty,155,Mobile,Returning
1228,798,2024-01-21 11:51:00,view,1725,Electronics,243,Mobile,New
1510,799,2024-01-31 02:51:00,view,1362,Electronics,582,Desktop,Returning
833,800,2024-01-26 07:47:00,view,1841,Fashion,104,Mobile,New
833,800,2024-01-26 07:50:00,cart,1841,Fashion,104,Mobile,New
833,800,2024-01-26 07:52:00,checkout,1841,Fashion,104,Mobile,New
1055,801,2024-01-16 00:44:00,view,1984,Fashion,864,Desktop,Returning
1412,802,2024-01-30 11:01:00,view,1046,Home,400,Mobile,New
1412,802,2024-01-30 11:02:00,cart,1046,Home,400,Mobile,New
1412,802,2024-01-30 11:06:00,checkout,1046,Home,400,Mobile,New
1412,802,2024-01-30 11:08:00,purchase,1046,Home,400,Mobile,New
1649,803,2024-01-22 03:45:00,view,1398,Home,956,Desktop,Returning
1649,803,2024-01-22 03:49:00,cart,1398,Home,956,Desktop,Returning
1901,804,2024-01-08 10:58:00,view,1900,Electronics,589,Mobile,New
1901,804,2024-01-08 11:02:00,cart,1900,Electronics,589,Mobile,New
1901,804,2024-01-08 11:04:00,checkout,1900,Electronics,589,Mobile,New
1901,804,2024-01-08 11:06:00,purchase,1900,Electronics,589,Mobile,New
1458,805,2024-01-04 19:01:00,view,1194,Electronics,580,Mobile,Returning
837,806,2024-01-23 17:12:00,view,1295,Beauty,416,Mobile,Returning
926,807,2024-01-19 01:46:00,view,1638,Fashion,471,Desktop,New
926,807,2024-01-19 01:49:00,cart,1638,Fashion,471,Desktop,New
926,807,2024-01-19 01:51:00,checkout,1638,Fashion,471,Desktop,New
926,807,2024-01-19 01:52:00,purchase,1638,Fashion,471,Desktop,New
1400,808,2024-01-28 16:21:00,view,1640,Electronics,120,Desktop,Returning
1368,809,2024-01-23 05:14:00,view,1425,Beauty,306,Mobile,Returning
1368,809,2024-01-23 05:17:00,cart,1425,Beauty,306,Mobile,Returning
1368,809,2024-01-23 05:21:00,checkout,1425,Beauty,306,Mobile,Returning
1368,809,2024-01-23 05:23:00,purchase,1425,Beauty,306,Mobile,Returning
443,810,2024-02-01 09:47:00,view,1161,Electronics,807,Mobile,New
1603,811,2024-01-09 11:22:00,view,1132,Beauty,78,Desktop,New
1603,811,2024-01-09 11:23:00,cart,1132,Beauty,78,Desktop,New
1603,811,2024-01-09 11:25:00,checkout,1132,Beauty,78,Desktop,New
1603,811,2024-01-09 11:28:00,purchase,1132,Beauty,78,Desktop,New
75,812,2024-01-29 21:24:00,view,1624,Fashion,439,Desktop,Returning
75,812,2024-01-29 21:25:00,cart,1624,Fashion,439,Desktop,Returning
75,812,2024-01-29 21:26:00,checkout,1624,Fashion,439,Desktop,Returning
75,812,2024-01-29 21:29:00,purchase,1624,Fashion,439,Desktop,Returning
557,813,2024-01-12 04:17:00,view,1829,Electronics,179,Mobile,New
557,813,2024-01-12 04:21:00,cart,1829,Electronics,179,Mobile,New
557,813,2024-01-12 04:22:00,checkout,1829,Electronics,179,Mobile,New
557,813,2024-01-12 04:25:00,purchase,1829,Electronics,179,Mobile,New
1796,814,2024-01-17 17:32:00,view,1105,Electronics,311,Mobile,New
1796,814,2024-01-17 17:34:00,cart,1105,Electronics,311,Mobile,New
1796,814,2024-01-17 17:35:00,checkout,1105,Electronics,311,Mobile,New
1796,814,2024-01-17 17:37:00,purchase,1105,Electronics,311,Mobile,New
1690,815,2024-01-26 11:00:00,view,1072,Electronics,388,Mobile,Returning
1690,815,2024-01-26 11:04:00,cart,1072,Electronics,388,Mobile,Returning
1690,815,2024-01-26 11:05:00,checkout,1072,Electronics,388,Mobile,Returning
1690,815,2024-01-26 11:08:00,purchase,1072,Electronics,388,Mobile,Returning
1179,816,2024-01-31 07:49:00,view,1445,Electronics,430,Desktop,Returning
1454,817,2024-01-28 05:38:00,view,1932,Home,514,Mobile,New
1454,817,2024-01-28 05:40:00,cart,1932,Home,514,Mobile,New
1454,817,2024-01-28 05:41:00,checkout,1932,Home,514,Mobile,New
1454,817,2024-01-28 05:43:00,purchase,1932,Home,514,Mobile,New
363,818,2024-01-07 13:12:00,view,1788,Fashion,536,Tablet,New
448,819,2024-01-20 14:45:00,view,1823,Beauty,26,Mobile,Returning
1258,820,2024-01-25 04:04:00,view,1377,Electronics,639,Mobile,New
1587,821,2024-01-13 23:09:00,view,1466,Electronics,646,Mobile,Returning
1587,821,2024-01-13 23:12:00,cart,1466,Electronics,646,Mobile,Returning
1842,822,2024-02-01 02:17:00,view,1599,Home,507,Desktop,New
1842,822,2024-02-01 02:21:00,cart,1599,Home,507,Desktop,New
1842,822,2024-02-01 02:25:00,checkout,1599,Home,507,Desktop,New
1842,822,2024-02-01 02:26:00,purchase,1599,Home,507,Desktop,New
262,823,2024-01-04 11:12:00,view,1958,Fashion,821,Desktop,Returning
262,823,2024-01-04 11:14:00,cart,1958,Fashion,821,Desktop,Returning
1851,824,2024-01-09 02:13:00,view,1622,Fashion,730,Mobile,New
1851,824,2024-01-09 02:15:00,cart,1622,Fashion,730,Mobile,New
1851,824,2024-01-09 02:19:00,checkout,1622,Fashion,730,Mobile,New
1851,824,2024-01-09 02:21:00,purchase,1622,Fashion,730,Mobile,New
125,825,2024-01-17 07:41:00,view,1023,Home,586,Desktop,New
125,825,2024-01-17 07:43:00,cart,1023,Home,586,Desktop,New
911,826,2024-01-21 17:19:00,view,1683,Beauty,627,Mobile,New
911,826,2024-01-21 17:23:00,cart,1683,Beauty,627,Mobile,New
245,827,2024-01-10 01:14:00,view,1400,Home,886,Mobile,New
245,827,2024-01-10 01:15:00,cart,1400,Home,886,Mobile,New
245,827,2024-01-10 01:17:00,checkout,1400,Home,886,Mobile,New
542,828,2024-01-04 21:07:00,view,1367,Home,112,Mobile,Returning
542,828,2024-01-04 21:08:00,cart,1367,Home,112,Mobile,Returning
542,828,2024-01-04 21:12:00,checkout,1367,Home,112,Mobile,Returning
542,828,2024-01-04 21:16:00,purchase,1367,Home,112,Mobile,Returning
1962,829,2024-01-03 23:28:00,view,1776,Electronics,458,Mobile,New
485,830,2024-01-11 03:37:00,view,1908,Home,599,Mobile,New
122,831,2024-01-10 13:46:00,view,1971,Home,717,Desktop,Returning
122,831,2024-01-10 13:48:00,cart,1971,Home,717,Desktop,Returning
125,832,2024-01-31 05:08:00,view,1772,Beauty,352,Mobile,New
125,832,2024-01-31 05:09:00,cart,1772,Beauty,352,Mobile,New
125,832,2024-01-31 05:13:00,checkout,1772,Beauty,352,Mobile,New
125,832,2024-01-31 05:16:00,purchase,1772,Beauty,352,Mobile,New
1573,833,2024-01-02 13:59:00,view,1148,Home,37,Tablet,Returning
1573,833,2024-01-02 14:02:00,cart,1148,Home,37,Tablet,Returning
1573,833,2024-01-02 14:03:00,checkout,1148,Home,37,Tablet,Returning
1573,833,2024-01-02 14:05:00,purchase,1148,Home,37,Tablet,Returning
170,834,2024-01-16 16:56:00,view,1188,Beauty,851,Mobile,New
170,834,2024-01-16 16:59:00,cart,1188,Beauty,851,Mobile,New
170,834,2024-01-16 17:03:00,checkout,1188,Beauty,851,Mobile,New
170,834,2024-01-16 17:06:00,purchase,1188,Beauty,851,Mobile,New
124,835,2024-01-15 17:25:00,view,1430,Beauty,558,Desktop,New
124,835,2024-01-15 17:27:00,cart,1430,Beauty,558,Desktop,New
124,835,2024-01-15 17:28:00,checkout,1430,Beauty,558,Desktop,New
124,835,2024-01-15 17:29:00,purchase,1430,Beauty,558,Desktop,New
1893,836,2024-01-18 02:56:00,view,1932,Beauty,280,Mobile,Returning
1893,836,2024-01-18 02:58:00,cart,1932,Beauty,280,Mobile,Returning
1059,837,2024-01-20 23:05:00,view,1205,Home,986,Mobile,New
1059,837,2024-01-20 23:07:00,cart,1205,Home,986,Mobile,New
1059,837,2024-01-20 23:09:00,checkout,1205,Home,986,Mobile,New
1059,837,2024-01-20 23:13:00,purchase,1205,Home,986,Mobile,New
