session_id,carted,checked_out,purchased,viewed,revenue,category,device_type,user_type,price_bucket
1655,1,0,0,1,0.0,Beauty,Desktop,Returning,Medium
1656,1,1,1,1,972.0,Home,Mobile,Returning,High
1657,1,1,1,1,23.0,Home,Desktop,Returning,Low
1658,0,0,0,1,0.0,Home,Mobile,New,Medium
1659,0,0,0,1,0.0,Beauty,Mobile,New,Medium
1660,0,0,0,1,0.0,Electronics,Mobile,New,High
1661,1,0,0,1,0.0,Home,Mobile,New,High
1662,1,1,1,1,851.0,Fashion,Mobile,New,High
1663,1,0,0,1,0.0,Home,Tablet,Returning,High
1664,1,1,1,1,98.0,Home,Desktop,New,Low
1665,0,0,0,1,0.0,Fashion,Mobile,New,High
1666,0,0,0,1,0.0,Electronics,Mobile,New,Medium
1667,0,0,0,1,0.0,Home,Desktop,New,High
1668,1,0,0,1,0.0,Fashion,Mobile,Returning,High
1669,0,0,0,1,0.0,Beauty,Mobile,New,Medium
1670,1,1,0,1,0.0,Fashion,Mobile,New,Low
1671,0,0,0,1,0.0,Fashion,Desktop,New,Medium
1672,1,1,1,1,938.0,Home,Mobile,Returning,High
1673,1,1,1,1,374.0,Electronics,Mobile,New,Medium
1674,1,1,1,1,349.0,Home,Desktop,New,Medium
1675,1,0,0,1,0.0,Fashion,Mobile,Returning,Medium
1676,1,1,1,1,539.0,Electronics,Mobile,Returning,High
1677,0,0,0,1,0.0,Home,Mobile,New,Medium
1678,1,1,1,1,699.0,Beauty,Desktop,New,High
1679,0,0,0,1,0.0,Beauty,Mobile,Returning,Medium
1680,0,0,0,1,0.0,Fashion,Tablet,Returning,High
1681,0,0,0,1,0.0,Beauty,Desktop,New,Medium
1682,1,1,1,1,565.0,Electronics,Mobile,Returning,High
1683,0,0,0,1,0.0,Beauty,Tablet,Returning,High
1684,1,1,1,1,614.0,Home,Mobile,New,High
1685,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
1686,1,0,0,1,0.0,Electronics,Mobile,New,Medium
1687,0,0,0,1,0.0,Beauty,Mobile,New,High
1688,1,0,0,1,0.0,Home,Mobile,New,Low
1689,1,1,1,1,394.0,Electronics,Mobile,New,Medium
1690,0,0,0,1,0.0,Electronics,Mobile,New,High
1691,1,1,1,1,846.0,Home,Desktop,New,High
1692,0,0,0,1,0.0,Home,Mobile,New,Medium
1693,1,1,1,1,814.0,Fashion,Tablet,New,High
1694,0,0,0,1,0.0,Beauty,Mobile,New,High
1695,0,0,0,1,0.0,Electronics,Mobile,New,Medium
1696,1,1,1,1,490.0,Fashion,Mobile,Returning,Medium
1697,0,0,0,1,0.0,Beauty,Mobile,New,High
1698,1,1,1,1,819.0,Fashion,Mobile,New,High
1699,1,1,1,1,667.0,Fashion,Desktop,New,High
1700,0,0,0,1,0.0,Electronics,Desktop,Returning,High
1701,1,1,1,1,463.0,Fashion,Tablet,New,Medium
1702,0,0,0,1,0.0,Fashion,Mobile,New,High
1703,1,1,1,1,469.0,Home,Desktop,New,Medium
1704,1,1,1,1,351.0,Electronics,Mobile,Returning,Medium
1705,1,1,1,1,647.0,Electronics,Mobile,New,High
1706,1,1,1,1,710.0,Electronics,Desktop,New,High
1707,1,1,1,1,916.0,Beauty,Desktop,Returning,High
1708,1,1,0,1,0.0,Fashion,Mobile,New,Medium
1709,0,0,0,1,0.0,Home,Mobile,New,Low
1710,1,1,1,1,234.0,Beauty,Mobile,New,Medium
1711,1,1,0,1,0.0,Electronics,Desktop,New,High
1712,0,0,0,1,0.0,Beauty,Mobile,New,Medium
1713,0,0,0,1,0.0,Home,Tablet,New,High
1714,1,1,0,1,0.0,Fashion,Mobile,Returning,Medium
1715,1,1,1,1,864.0,Beauty,Mobile,New,High
1716,1,1,1,1,33.0,Electronics,Mobile,Returning,Low
1717,0,0,0,1,0.0,Home,Mobile,New,Low
1718,1,1,1,1,105.0,Beauty,Mobile,New,Medium
1719,1,0,0,1,0.0,Home,Desktop,New,Low
1720,1,0,0,1,0.0,Home,Desktop,Returning,Medium
1721,1,1,0,1,0.0,Home,Desktop,New,High
1722,1,1,1,1,812.0,Beauty,Desktop,Returning,High
1723,0,0,0,1,0.0,Fashion,Desktop,New,High
1724,1,0,0,1,0.0,Beauty,Mobile,Returning,High
1725,1,0,0,1,0.0,Home,Desktop,Returning,Medium
1726,0,0,0,1,0.0,Electronics,Mobile,Returning,Low
1727,0,0,0,1,0.0,Fashion,Mobile,New,Medium
1728,1,1,1,1,519.0,Fashion,Mobile,New,High
1729,0,0,0,1,0.0,Fashion,Mobile,New,Medium
1730,0,0,0,1,0.0,Electronics,Mobile,Returning,Low
1731,0,0,0,1,0.0,Beauty,Tablet,Returning,High
1732,1,1,1,1,855.0,Beauty,Mobile,Returning,High
1733,0,0,0,1,0.0,Fashion,Mobile,New,Medium
1734,1,1,1,1,142.0,Fashion,Mobile,New,Medium
1735,1,1,1,1,314.0,Electronics,Mobile,New,Medium
1736,0,0,0,1,0.0,Home,Mobile,Returning,Low
1737,0,0,0,1,0.0,Beauty,Mobile,New,Medium
1738,0,0,0,1,0.0,Fashion,Mobile,New,Low
1739,0,0,0,1,0.0,Electronics,Mobile,New,Medium
1740,0,0,0,1,0.0,Electronics,Desktop,New,High
1741,1,1,1,1,711.0,Fashion,Desktop,New,High
1742,1,0,0,1,0.0,Beauty,Mobile,Returning,Low
1743,1,1,1,1,799.0,Home,Mobile,Returning,High
1744,1,1,1,1,618.0,Fashion,Mobile,Returning,High
1745,1,0,0,1,0.0,Home,Desktop,Returning,Medium
1746,0,0,0,1,0.0,Electronics,Mobile,New,Medium
1747,0,0,0,1,0.0,Electronics,Mobile,New,Medium
1748,0,0,0,1,0.0,Beauty,Desktop,Returning,High
1749,1,0,0,1,0.0,Electronics,Mobile,New,High
1750,0,0,0,1,0.0,Electronics,Mobile,New,High
1751,0,0,0,1,0.0,Beauty,Mobile,Returning,High
1752,1,1,1,1,141.0,Electronics,Desktop,Returning,Medium
1753,0,0,0,1,0.0,Fashion,Desktop,Returning,High
1754,1,1,0,1,0.0,Beauty,Desktop,Returning,High
1755,0,0,0,1,0.0,Fashion,Mobile,New,Medium
1756,1,0,0,1,0.0,Fashion,Mobile,New,Medium
1757,1,0,0,1,0.0,Fashion,Tablet,New,Medium
1758,1,0,0,1,0.0,Home,Tablet,New,High
1759,1,0,0,1,0.0,Beauty,Mobile,Returning,Medium
1760,1,0,0,1,0.0,Beauty,Desktop,Returning,Medium
1761,1,1,1,1,27.0,Home,Mobile,New,Low
1762,0,0,0,1,0.0,Home,Mobile,Returning,Low
1763,0,0,0,1,0.0,Electronics,Desktop,Returning,High
1764,1,1,0,1,0.0,Beauty,Mobile,New,High
1765,0,0,0,1,0.0,Fashion,Desktop,New,High
1766,1,0,0,1,0.0,Fashion,Mobile,New,High
1767,1,1,1,1,742.0,Beauty,Mobile,New,High
1768,1,1,1,1,67.0,Fashion,Desktop,Returning,Low
1769,1,1,1,1,736.0,Home,Desktop,Returning,High
1770,1,1,1,1,540.0,Beauty,Mobile,Returning,High
1771,1,0,0,1,0.0,Electronics,Mobile,Returning,Low
1772,0,0,0,1,0.0,Fashion,Desktop,Returning,High
1773,0,0,0,1,0.0,Fashion,Mobile,New,High
1774,1,1,0,1,0.0,Fashion,Tablet,Returning,Medium
1775,1,1,0,1,0.0,Home,Desktop,New,High
1776,1,0,0,1,0.0,Fashion,Mobile,Returning,Medium
1777,1,1,1,1,221.0,Home,Mobile,New,Medium
1778,0,0,0,1,0.0,Electronics,Mobile,Returning,High
1779,1,1,0,1,0.0,Beauty,Desktop,New,Medium
1780,0,0,0,1,0.0,Home,Mobile,New,High
1781,1,1,0,1,0.0,Electronics,Mobile,Returning,High
1782,0,0,0,1,0.0,Beauty,Mobile,New,Medium
1783,1,1,1,1,250.0,Fashion,Mobile,Returning,Medium
1784,1,1,1,1,968.0,Electronics,Mobile,Returning,High
1785,1,1,1,1,993.0,Home,Mobile,New,High
1786,0,0,0,1,0.0,Electronics,Desktop,Returning,Low
1787,1,0,0,1,0.0,Electronics,Desktop,New,Medium
1788,0,0,0,1,0.0,Beauty,Desktop,New,High
1789,0,0,0,1,0.0,Beauty,Mobile,New,High
1790,1,1,1,1,131.0,Home,Mobile,New,Medium
1791,0,0,0,1,0.0,Beauty,Desktop,Returning,High
1792,1,1,1,1,69.0,Fashion,Mobile,Returning,Low
1793,1,1,1,1,897.0,Home,Desktop,Returning,High
1794,1,1,1,1,483.0,Beauty,Desktop,New,Medium
1795,1,1,1,1,45.0,Home,Mobile,New,Low
1796,0,0,0,1,0.0,Electronics,Desktop,Returning,Medium
1797,0,0,0,1,0.0,Electronics,Tablet,Returning,Medium
1798,1,1,0,1,0.0,Electronics,Mobile,New,Medium
1799,1,1,1,1,471.0,Beauty,Mobile,New,Medium
1800,1,1,0,1,0.0,Beauty,Mobile,New,High
1801,1,1,1,1,275.0,Electronics,Mobile,New,Medium
1802,1,1,1,1,439.0,Home,Mobile,New,Medium
1803,0,0,0,1,0.0,Electronics,Mobile,New,High
1804,1,1,1,1,872.0,Home,Tablet,New,High
1805,0,0,0,1,0.0,Electronics,Mobile,New,High
1806,0,0,0,1,0.0,Electronics,Mobile,New,High
1807,0,0,0,1,0.0,Electronics,Desktop,New,High
1808,1,1,0,1,0.0,Beauty,Mobile,New,Low
1809,1,1,1,1,301.0,Fashion,Desktop,New,Medium
1810,0,0,0,1,0.0,Fashion,Mobile,Returning,Medium
1811,0,0,0,1,0.0,Home,Mobile,Returning,Medium
1812,1,0,0,1,0.0,Beauty,Mobile,Returning,High
1813,0,0,0,1,0.0,Beauty,Desktop,Returning,High
1814,0,0,0,1,0.0,Fashion,Mobile,New,Medium
1815,0,0,0,1,0.0,Electronics,Desktop,New,Medium
1816,1,1,1,1,855.0,Home,Mobile,New,High
1817,1,0,0,1,0.0,Home,Mobile,Returning,High
1818,1,1,1,1,373.0,Electronics,Mobile,Returning,Medium
1819,1,1,1,1,346.0,Beauty,Desktop,Returning,Medium
1820,0,0,0,1,0.0,Beauty,Desktop,Returning,High
1821,1,1,1,1,916.0,Beauty,Mobile,Returning,High
1822,1,0,0,1,0.0,Home,Mobile,Returning,Medium
1823,1,1,1,1,268.0,Home,Mobile,New,Medium
1824,0,0,0,1,0.0,Beauty,Mobile,New,Medium
1825,0,0,0,1,0.0,Electronics,Mobile,Returning,High
1826,1,0,0,1,0.0,Fashion,Desktop,Returning,Low
1827,1,1,0,1,0.0,Fashion,Desktop,New,Medium
1828,0,0,0,1,0.0,Fashion,Mobile,New,High
1829,0,0,0,1,0.0,Home,Mobile,New,High
1830,1,1,1,1,171.0,Electronics,Desktop,Returning,Medium
1831,0,0,0,1,0.0,Fashion,Desktop,New,High
1832,0,0,0,1,0.0,Home,Mobile,Returning,Medium
1833,1,1,1,1,172.0,Home,Mobile,Returning,Medium
1834,0,0,0,1,0.0,Fashion,Mobile,Returning,Medium
1835,1,1,1,1,904.0,Electronics,Mobile,New,High
1836,0,0,0,1,0.0,Beauty,Mobile,Returning,High
1837,0,0,0,1,0.0,Beauty,Mobile,New,Medium
1838,0,0,0,1,0.0,Fashion,Desktop,Returning,Medium
1839,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
1840,0,0,0,1,0.0,Electronics,Mobile,New,High
1841,1,1,1,1,189.0,Beauty,Mobile,New,Medium
1842,0,0,0,1,0.0,Home,Desktop,New,High
1843,1,1,1,1,191.0,Electronics,Desktop,Returning,Medium
1844,1,1,1,1,278.0,Beauty,Mobile,New,Medium
1845,1,0,0,1,0.0,Fashion,Mobile,Returning,High
1846,0,0,0,1,0.0,Home,Tablet,Returning,Medium
1847,1,1,1,1,802.0,Electronics,Mobile,Returning,High
1848,0,0,0,1,0.0,Fashion,Mobile,New,Medium
1849,1,1,1,1,659.0,Fashion,Mobile,New,High
1850,0,0,0,1,0.0,Home,Mobile,Returning,Medium
1851,0,0,0,1,0.0,Home,Mobile,Returning,Low
1852,0,0,0,1,0.0,Home,Desktop,Returning,Medium
1853,1,0,0,1,0.0,Beauty,Desktop,Returning,High
1854,1,1,1,1,880.0,Home,Mobile,New,High
1855,0,0,0,1,0.0,Fashion,Desktop,Returning,Medium
1856,1,0,0,1,0.0,Fashion,Mobile,New,Medium
1857,0,0,0,1,0.0,Beauty,Mobile,Returning,Medium
1858,0,0,0,1,0.0,Fashion,Mobile,New,High
1859,1,1,1,1,902.0,Fashion,Desktop,Returning,High
1860,1,0,0,1,0.0,Home,Mobile,New,Low
1861,1,1,1,1,478.0,Home,Mobile,New,Medium
1862,1,1,1,1,601.0,Beauty,Desktop,Returning,High
1863,1,0,0,1,0.0,Electronics,Desktop,Returning,High
1864,1,1,1,1,765.0,Fashion,Desktop,New,High
1865,1,0,0,1,0.0,Home,Mobile,New,High
1866,0,0,0,1,0.0,Electronics,Mobile,New,High
1867,0,0,0,1,0.0,Home,Mobile,Returning,High
1868,1,1,1,1,358.0,Fashion,Mobile,New,Medium
1869,0,0,0,1,0.0,Fashion,Desktop,New,Medium
1870,1,1,0,1,0.0,Home,Mobile,Returning,High
1871,0,0,0,1,0.0,Home,Mobile,New,Medium
1872,0,0,0,1,0.0,Home,Desktop,New,High
1873,1,0,0,1,0.0,Electronics,Mobile,Returning,Low
1874,1,0,0,1,0.0,Home,Mobile,New,Medium
1875,1,0,0,1,0.0,Home,Desktop,New,High
1876,0,0,0,1,0.0,Beauty,Desktop,New,High
1877,0,0,0,1,0.0,Home,Desktop,Returning,Medium
1878,0,0,0,1,0.0,Fashion,Mobile,Returning,Medium
1879,0,0,0,1,0.0,Home,Mobile,Returning,Medium
1880,1,0,0,1,0.0,Home,Desktop,Returning,Medium
1881,0,0,0,1,0.0,Home,Mobile,New,Medium
1882,1,1,1,1,961.0,Beauty,Mobile,New,High
1883,0,0,0,1,0.0,Home,Desktop,Returning,Medium
1884,0,0,0,1,0.0,Fashion,Mobile,New,Medium
1885,1,0,0,1,0.0,Home,Desktop,Returning,Low
1886,1,1,0,1,0.0,Fashion,Mobile,New,Medium
1887,1,1,1,1,390.0,Home,Mobile,New,Medium
1888,0,0,0,1,0.0,Home,Mobile,Returning,Medium
1889,1,0,0,1,0.0,Beauty,Desktop,New,Low
1890,1,0,0,1,0.0,Home,Mobile,Returning,High
1891,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
1892,0,0,0,1,0.0,Home,Desktop,New,High
1893,0,0,0,1,0.0,Electronics,Desktop,New,Low
1894,1,1,1,1,42.0,Home,Tablet,New,Low
1895,0,0,0,1,0.0,Home,Mobile,New,High
1896,1,0,0,1,0.0,Home,Mobile,Returning,Medium
1897,1,1,0,1,0.0,Electronics,Tablet,Returning,Medium
1898,1,1,1,1,577.0,Beauty,Desktop,New,High
1899,1,1,1,1,417.0,Home,Mobile,New,Medium
1900,1,1,1,1,472.0,Home,Mobile,Returning,Medium
1901,1,0,0,1,0.0,Fashion,Desktop,Returning,Low
1902,1,1,1,1,732.0,Beauty,Mobile,Returning,High
1903,0,0,0,1,0.0,Home,Desktop,New,Medium
1904,0,0,0,1,0.0,Fashion,Mobile,New,Medium
1905,0,0,0,1,0.0,Beauty,Mobile,New,Medium
1906,1,1,0,1,0.0,Beauty,Desktop,New,Medium
1907,1,1,1,1,283.0,Electronics,Mobile,Returning,Medium
1908,1,1,0,1,0.0,Beauty,Mobile,New,Medium
1909,1,1,0,1,0.0,Fashion,Mobile,New,High
1910,1,0,0,1,0.0,Beauty,Mobile,Returning,High
1911,0,0,0,1,0.0,Home,Desktop,Returning,Low
1912,0,0,0,1,0.0,Electronics,Desktop,Returning,High
1913,1,1,1,1,32.0,Fashion,Desktop,New,Low
1914,0,0,0,1,0.0,Beauty,Mobile,New,Medium
1915,0,0,0,1,0.0,Home,Mobile,Returning,Medium
1916,1,1,1,1,566.0,Home,Mobile,New,High
1917,1,1,1,1,246.0,Home,Desktop,Returning,Medium
1918,0,0,0,1,0.0,Fashion,Desktop,New,Medium
1919,1,1,1,1,79.0,Home,Desktop,New,Low
1920,1,1,0,1,0.0,Home,Mobile,Returning,High
1921,1,1,1,1,798.0,Beauty,Mobile,New,High
1922,1,1,1,1,680.0,Beauty,Mobile,New,High
1923,1,0,0,1,0.0,Electronics,Mobile,New,Medium
1924,0,0,0,1,0.0,Beauty,Mobile,New,High
1925,0,0,0,1,0.0,Fashion,Desktop,New,High
1926,1,1,1,1,866.0,Fashion,Mobile,New,High
1927,1,1,1,1,597.0,Electronics,Mobile,Returning,High
1928,0,0,0,1,0.0,Home,Mobile,Returning,Low
1929,1,0,0,1,0.0,Home,Desktop,New,Medium
1930,1,1,1,1,444.0,Home,Mobile,New,Medium
1931,0,0,0,1,0.0,Electronics,Desktop,Returning,High
1932,1,1,1,1,640.0,Fashion,Desktop,New,High
1933,1,1,1,1,234.0,Beauty,Mobile,Returning,Medium
1934,1,1,1,1,389.0,Fashion,Desktop,New,Medium
1935,0,0,0,1,0.0,Home,Mobile,New,High
1936,1,1,1,1,273.0,Beauty,Mobile,Returning,Medium
1937,1,0,0,1,0.0,Fashion,Desktop,New,Medium
1938,1,1,1,1,799.0,Electronics,Desktop,Returning,High
1939,1,0,0,1,0.0,Electronics,Mobile,Returning,Low
1940,1,1,0,1,0.0,Electronics,Mobile,Returning,Medium
1941,1,1,1,1,587.0,Electronics,Mobile,Returning,High
1942,1,1,1,1,793.0,Home,Mobile,Returning,High
1943,1,1,1,1,925.0,Home,Mobile,New,High
1944,0,0,0,1,0.0,Home,Mobile,New,High
1945,1,0,0,1,0.0,Electronics,Mobile,Returning,High
1946,1,1,0,1,0.0,Electronics,Desktop,New,High
1947,1,1,1,1,506.0,Fashion,Mobile,New,High
1948,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
1949,0,0,0,1,0.0,Fashion,Mobile,Returning,Medium
1950,0,0,0,1,0.0,Fashion,Desktop,Returning,Low
1951,1,1,0,1,0.0,Fashion,Mobile,Returning,Medium
1952,0,0,0,1,0.0,Home,Mobile,Returning,Medium
1953,1,0,0,1,0.0,Fashion,Mobile,New,High
1954,0,0,0,1,0.0,Beauty,Desktop,New,High
1955,1,1,1,1,492.0,Electronics,Mobile,Returning,Medium
1956,1,1,1,1,847.0,Home,Desktop,Returning,High
1957,1,1,0,1,0.0,Beauty,Tablet,New,Medium
1958,1,1,1,1,48.0,Beauty,Desktop,Returning,Low
1959,1,0,0,1,0.0,Fashion,Desktop,New,High
1960,0,0,0,1,0.0,Fashion,Mobile,Returning,Medium
1961,1,1,1,1,415.0,Home,Mobile,Returning,Medium
1962,0,0,0,1,0.0,Beauty,Tablet,New,Low
1963,1,1,1,1,204.0,Home,Mobile,Returning,Medium
1964,1,1,1,1,40.0,Home,Mobile,Returning,Low
1965,1,1,1,1,232.0,Beauty,Desktop,New,Medium
1966,1,0,0,1,0.0,Home,Mobile,New,High
1967,0,0,0,1,0.0,Fashion,Mobile,Returning,High
1968,1,1,1,1,148.0,Home,Mobile,New,Medium
1969,0,0,0,1,0.0,Beauty,Mobile,New,Low
1970,1,0,0,1,0.0,Home,Desktop,Returning,High
1971,0,0,0,1,0.0,Electronics,Mobile,Returning,Low
1972,0,0,0,1,0.0,Fashion,Mobile,Returning,Medium
1973,1,1,1,1,185.0,Electronics,Mobile,Returning,Medium
1974,0,0,0,1,0.0,Beauty,Desktop,New,High
1975,0,0,0,1,0.0,Beauty,Desktop,New,Low
1976,1,1,0,1,0.0,Fashion,Mobile,Returning,Low
1977,0,0,0,1,0.0,Home,Desktop,Returning,Medium
1978,1,0,0,1,0.0,Beauty,Mobile,Returning,Medium
1979,0,0,0,1,0.0,Home,Desktop,Returning,High
1980,0,0,0,1,0.0,Home,Mobile,New,Medium
1981,0,0,0,1,0.0,Electronics,Desktop,Returning,Medium
1982,1,1,1,1,794.0,Fashion,Mobile,New,High
1983,1,1,1,1,156.0,Fashion,Mobile,Returning,Medium
1984,1,0,0,1,0.0,Home,Mobile,New,High
1985,1,1,1,1,504.0,Electronics,Desktop,New,High
1986,1,0,0,1,0.0,Beauty,Mobile,Returning,High
1987,1,0,0,1,0.0,Beauty,Desktop,New,Medium
1988,1,1,1,1,190.0,Fashion,Mobile,New,Medium
1989,0,0,0,1,0.0,Electronics,Mobile,New,High
1990,0,0,0,1,0.0,Beauty,Mobile,Returning,Medium
1991,0,0,0,1,0.0,Fashion,Desktop,New,Medium
1992,0,0,0,1,0.0,Electronics,Mobile,New,Low
1993,0,0,0,1,0.0,Electronics,Desktop,New,High
1994,1,0,0,1,0.0,Fashion,Desktop,Returning,Medium
1995,1,1,1,1,786.0,Electronics,Desktop,New,High
1996,0,0,0,1,0.0,Home,Mobile,Returning,Medium
1997,0,0,0,1,0.0,Beauty,Desktop,Returning,Medium
1998,0,0,0,1,0.0,Electronics,Desktop,New,Medium
1999,1,0,0,1,0.0,Beauty,Mobile,New,Low
2000,0,0,0,1,0.0,Fashion,Desktop,Returning,High
2001,1,1,1,1,780.0,Beauty,Mobile,New,High
2002,0,0,0,1,0.0,Home,Mobile,New,High
2003,1,1,1,1,795.0,Electronics,Mobile,New,High
2004,1,1,1,1,791.0,Home,Mobile,New,High
2005,0,0,0,1,0.0,Home,Mobile,Returning,Low
2006,1,0,0,1,0.0,Fashion,Mobile,Returning,High
2007,1,1,1,1,614.0,Home,Desktop,Returning,High
2008,1,0,0,1,0.0,Electronics,Mobile,New,Low
2009,1,0,0,1,0.0,Home,Mobile,Returning,High
2010,1,0,0,1,0.0,Electronics,Mobile,Returning,High
2011,1,1,1,1,500.0,Beauty,Mobile,Returning,Medium
2012,1,1,0,1,0.0,Beauty,Desktop,New,Medium
2013,0,0,0,1,0.0,Home,Mobile,Returning,Medium
2014,1,1,0,1,0.0,Electronics,Desktop,New,Medium
2015,0,0,0,1,0.0,Electronics,Mobile,New,Medium
2016,0,0,0,1,0.0,Fashion,Desktop,Returning,Medium
2017,1,1,1,1,911.0,Home,Mobile,Returning,High
2018,1,1,0,1,0.0,Beauty,Mobile,Returning,Low
2019,0,0,0,1,0.0,Home,Desktop,Returning,Medium
2020,0,0,0,1,0.0,Home,Mobile,Returning,Low
2021,1,1,1,1,921.0,Beauty,Desktop,New,High
2022,1,0,0,1,0.0,Beauty,Desktop,New,High
2023,1,1,1,1,218.0,Home,Mobile,New,Medium
2024,1,1,1,1,418.0,Fashion,Mobile,Returning,Medium
2025,1,0,0,1,0.0,Fashion,Mobile,Returning,Medium
2026,1,1,1,1,196.0,Electronics,Desktop,Returning,Medium
2027,1,1,1,1,741.0,Home,Desktop,New,High
2028,1,0,0,1,0.0,Beauty,Mobile,New,Medium
2029,1,1,1,1,710.0,Fashion,Mobile,New,High
2030,1,1,1,1,633.0,Electronics,Mobile,New,High
2031,1,1,1,1,636.0,Beauty,Desktop,Returning,High
2032,1,0,0,1,0.0,Fashion,Mobile,Returning,High
2033,0,0,0,1,0.0,Fashion,Mobile,New,High
2034,1,1,1,1,697.0,Beauty,Desktop,Returning,High
2035,0,0,0,1,0.0,Fashion,Mobile,New,Low
2036,0,0,0,1,0.0,Fashion,Mobile,New,Medium
2037,0,0,0,1,0.0,Beauty,Tablet,Returning,Medium
2038,1,1,1,1,439.0,Home,Desktop,New,Medium
2039,1,1,1,1,424.0,Electronics,Mobile,New,Medium
2040,1,1,1,1,877.0,Beauty,Mobile,New,High
2041,1,0,0,1,0.0,Home,Mobile,New,High
2042,1,1,1,1,812.0,Home,Mobile,New,High
2043,1,0,0,1,0.0,Fashion,Desktop,New,High
2044,1,1,1,1,139.0,Home,Mobile,Returning,Medium
2045,0,0,0,1,0.0,Home,Desktop,Returning,High
2046,1,1,1,1,514.0,Fashion,Desktop,New,High
2047,0,0,0,1,0.0,Home,Mobile,New,Medium
2048,0,0,0,1,0.0,Home,Mobile,Returning,High
2049,0,0,0,1,0.0,Electronics,Mobile,New,Medium
2050,0,0,0,1,0.0,Home,Desktop,Returning,Medium
2051,0,0,0,1,0.0,Home,Desktop,New,Medium
2052,1,0,0,1,0.0,Electronics,Mobile,New,Medium
2053,0,0,0,1,0.0,Home,Desktop,New,High
2054,1,1,1,1,509.0,Home,Mobile,Returning,High
2055,1,0,0,1,0.0,Home,Desktop,Returning,High
2056,1,0,0,1,0.0,Fashion,Mobile,New,High
2057,0,0,0,1,0.0,Beauty,Mobile,Returning,High
2058,0,0,0,1,0.0,Fashion,Desktop,New,High
2059,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
2060,1,1,0,1,0.0,Home,Mobile,New,High
2061,1,1,1,1,133.0,Beauty,Mobile,New,Medium
2062,0,0,0,1,0.0,Beauty,Mobile,Returning,High
2063,1,1,1,1,887.0,Electronics,Mobile,New,High
2064,1,0,0,1,0.0,Electronics,Desktop,New,Medium
2065,0,0,0,1,0.0,Home,Mobile,Returning,High
2066,0,0,0,1,0.0,Fashion,Mobile,New,Medium
2067,1,0,0,1,0.0,Home,Desktop,New,High
2068,0,0,0,1,0.0,Electronics,Mobile,Returning,High
2069,0,0,0,1,0.0,Electronics,Mobile,New,Medium
2070,0,0,0,1,0.0,Fashion,Desktop,New,High
2071,1,1,1,1,76.0,Beauty,Desktop,New,Low
2072,0,0,0,1,0.0,Fashion,Desktop,New,High
2073,0,0,0,1,0.0,Beauty,Desktop,New,Medium
2074,0,0,0,1,0.0,Fashion,Mobile,New,High
2075,0,0,0,1,0.0,Fashion,Desktop,New,Low
2076,0,0,0,1,0.0,Fashion,Mobile,New,Medium
2077,1,1,0,1,0.0,Home,Desktop,Returning,High
2078,1,1,1,1,911.0,Beauty,Mobile,New,High
2079,1,1,1,1,942.0,Home,Desktop,Returning,High
2080,1,0,0,1,0.0,Home,Desktop,New,High
2081,1,0,0,1,0.0,Fashion,Desktop,New,High
2082,0,0,0,1,0.0,Beauty,Mobile,Returning,High
2083,1,1,1,1,209.0,Home,Mobile,Returning,Medium
2084,0,0,0,1,0.0,Beauty,Desktop,Returning,High
2085,1,1,0,1,0.0,Home,Desktop,Returning,High
2086,0,0,0,1,0.0,Beauty,Mobile,Returning,Medium
2087,1,1,0,1,0.0,Home,Tablet,Returning,High
2088,1,1,1,1,404.0,Electronics,Desktop,New,Medium
2089,1,1,1,1,976.0,Fashion,Mobile,Returning,High
2090,0,0,0,1,0.0,Home,Desktop,Returning,Medium
2091,0,0,0,1,0.0,Fashion,Mobile,Returning,High
2092,1,1,1,1,938.0,Electronics,Mobile,New,High
2093,0,0,0,1,0.0,Home,Mobile,New,High
2094,1,0,0,1,0.0,Beauty,Mobile,Returning,Medium
2095,1,0,0,1,0.0,Home,Desktop,New,Medium
2096,1,1,1,1,694.0,Home,Mobile,New,High
2097,1,1,0,1,0.0,Fashion,Desktop,Returning,Low
2098,0,0,0,1,0.0,Home,Desktop,Returning,Medium
2099,0,0,0,1,0.0,Beauty,Desktop,Returning,Medium
2100,1,1,1,1,724.0,Fashion,Mobile,Returning,High
2101,1,0,0,1,0.0,Electronics,Desktop,Returning,High
2102,1,1,1,1,221.0,Electronics,Mobile,Returning,Medium
2103,1,1,1,1,955.0,Electronics,Mobile,New,High
2104,0,0,0,1,0.0,Home,Mobile,Returning,High
2105,0,0,0,1,0.0,Electronics,Mobile,Returning,High
2106,1,0,0,1,0.0,Fashion,Desktop,Returning,High
2107,1,1,1,1,303.0,Fashion,Mobile,New,Medium
2108,1,1,1,1,817.0,Home,Desktop,Returning,High
2109,1,1,1,1,83.0,Home,Mobile,New,Low
2110,1,0,0,1,0.0,Beauty,Mobile,Returning,High
2111,1,1,0,1,0.0,Electronics,Tablet,New,Medium
2112,1,0,0,1,0.0,Beauty,Desktop,Returning,High
2113,1,1,1,1,472.0,Home,Mobile,Returning,Medium
2114,0,0,0,1,0.0,Home,Mobile,New,High
2115,1,0,0,1,0.0,Electronics,Mobile,New,Low
