user_id,session_id,event_time,event_type,product_id,category,price,device_type,user_type,price_bucket,event_date,event_hour
1292,631,2024-01-20 21:04:00,view,1018,Electronics,278,Mobile,New,Medium,2024-01-20,21
1292,631,2024-01-20 21:06:00,cart,1018,Electronics,278,Mobile,New,Medium,2024-01-20,21
1292,631,2024-01-20 21:08:00,checkout,1018,Electronics,278,Mobile,New,Medium,2024-01-20,21
1292,631,2024-01-20 21:10:00,purchase,1018,Electronics,278,Mobile,New,Medium,2024-01-20,21
445,632,2024-01-03 00:34:00,view,1858,Home,982,Mobile,Returning,High,2024-01-03,0
1264,633,2024-01-14 08:43:00,view,1336,Home,317,Tablet,New,Medium,2024-01-14,8
1264,633,2024-01-14 08:47:00,cart,1336,Home,317,Tablet,New,Medium,2024-01-14,8
1953,634,2024-01-07 14:48:00,view,1646,Home,782,Mobile,New,High,2024-01-07,14
1325,635,2024-01-06 23:59:00,view,1095,Beauty,852,Mobile,Returning,High,2024-01-06,23
1325,635,2024-01-07 00:01:00,cart,1095,Beauty,852,Mobile,Returning,High,2024-01-07,0
1325,635,2024-01-07 00:03:00,checkout,1095,Beauty,852,Mobile,Returning,High,2024-01-07,0
1325,635,2024-01-07 00:07:00,purchase,1095,Beauty,852,Mobile,Returning,High,2024-01-07,0
602,636,2024-02-01 13:16:00,view,1639,Home,589,Mobile,New,High,2024-02-01,13
103,637,2024-01-24 01:04:00,view,1367,Fashion,774,Mobile,New,High,2024-01-24,1
988,638,2024-02-02 12:25:00,view,1428,Beauty,185,Mobile,New,Medium,2024-02-02,12
988,638,2024-02-02 12:26:00,cart,1428,Beauty,185,Mobile,New,Medium,2024-02-02,12
988,638,2024-02-02 12:28:00,checkout,1428,Beauty,185,Mobile,New,Medium,2024-02-02,12
988,638,2024-02-02 12:29:00,purchase,1428,Beauty,185,Mobile,New,Medium,2024-02-02,12
1274,639,2024-01-08 05:50:00,view,1185,Fashion,273,Desktop,New,Medium,2024-01-08,5
1274,639,2024-01-08 05:52:00,cart,1185,Fashion,273,Desktop,New,Medium,2024-01-08,5
1477,640,2024-01-14 03:56:00,view,1348,Electronics,207,Mobile,Returning,Medium,2024-01-14,3
520,641,2024-01-08 11:24:00,view,1063,Beauty,314,Desktop,New,Medium,2024-01-08,11
520,641,2024-01-08 11:27:00,cart,1063,Beauty,314,Desktop,New,Medium,2024-01-08,11
520,641,2024-01-08 11:31:00,checkout,1063,Beauty,314,Desktop,New,Medium,2024-01-08,11
520,641,2024-01-08 11:32:00,purchase,1063,Beauty,314,Desktop,New,Medium,2024-01-08,11
1177,642,2024-01-15 17:14:00,view,1140,Electronics,452,Mobile,Returning,Medium,2024-01-15,17
859,643,2024-01-30 14:52:00,view,1425,Electronics,505,Desktop,New,High,2024-01-30,14
174,644,2024-02-03 02:18:00,view,1449,Fashion,254,Desktop,New,Medium,2024-02-03,2
174,644,2024-02-03 02:19:00,cart,1449,Fashion,254,Desktop,New,Medium,2024-02-03,2
174,644,2024-02-03 02:23:00,checkout,1449,Fashion,254,Desktop,New,Medium,2024-02-03,2
174,644,2024-02-03 02:24:00,purchase,1449,Fashion,254,Desktop,New,Medium,2024-02-03,2
1367,645,2024-02-03 07:11:00,view,1530,Beauty,597,Mobile,Returning,High,2024-02-03,7
1367,645,2024-02-03 07:15:00,cart,1530,Beauty,597,Mobile,Returning,High,2024-02-03,7
1694,646,2024-01-29 15:37:00,view,1424,Beauty,304,Tablet,New,Medium,2024-01-29,15
1694,646,2024-01-29 15:40:00,cart,1424,Beauty,304,Tablet,New,Medium,2024-01-29,15
1005,647,2024-01-02 00:53:00,view,1387,Beauty,37,Mobile,Returning,Low,2024-01-02,0
431,648,2024-01-07 15:12:00,view,1249,Electronics,842,Desktop,New,High,2024-01-07,15
431,648,2024-01-07 15:14:00,cart,1249,Electronics,842,Desktop,New,High,2024-01-07,15
431,648,2024-01-07 15:18:00,checkout,1249,Electronics,842,Desktop,New,High,2024-01-07,15
431,648,2024-01-07 15:21:00,purchase,1249,Electronics,842,Desktop,New,High,2024-01-07,15
727,649,2024-01-23 22:40:00,view,1891,Electronics,618,Desktop,New,High,2024-01-23,22
727,649,2024-01-23 22:41:00,cart,1891,Electronics,618,Desktop,New,High,2024-01-23,22
727,649,2024-01-23 22:42:00,checkout,1891,Electronics,618,Desktop,New,High,2024-01-23,22
727,649,2024-01-23 22:44:00,purchase,1891,Electronics,618,Desktop,New,High,2024-01-23,22
1713,650,2024-01-04 18:31:00,view,1769,Beauty,302,Mobile,Returning,Medium,2024-01-04,18
1711,651,2024-01-18 21:13:00,view,1122,Electronics,260,Mobile,New,Medium,2024-01-18,21
1876,652,2024-02-01 18:49:00,view,1946,Beauty,690,Mobile,New,High,2024-02-01,18
1876,652,2024-02-01 18:52:00,cart,1946,Beauty,690,Mobile,New,High,2024-02-01,18
1876,652,2024-02-01 18:56:00,checkout,1946,Beauty,690,Mobile,New,High,2024-02-01,18
1876,652,2024-02-01 18:59:00,purchase,1946,Beauty,690,Mobile,New,High,2024-02-01,18
850,653,2024-01-09 16:07:00,view,1497,Beauty,740,Mobile,New,High,2024-01-09,16
1682,654,2024-02-03 01:05:00,view,1235,Beauty,662,Mobile,Returning,High,2024-02-03,1
1986,655,2024-01-12 17:14:00,view,1813,Fashion,536,Mobile,New,High,2024-01-12,17
1986,655,2024-01-12 17:15:00,cart,1813,Fashion,536,Mobile,New,High,2024-01-12,17
1986,655,2024-01-12 17:19:00,checkout,1813,Fashion,536,Mobile,New,High,2024-01-12,17
1348,656,2024-01-01 18:50:00,view,1468,Home,926,Mobile,New,High,2024-01-01,18
1348,656,2024-01-01 18:53:00,cart,1468,Home,926,Mobile,New,High,2024-01-01,18
990,657,2024-01-05 00:55:00,view,1881,Home,945,Desktop,Returning,High,2024-01-05,0
990,657,2024-01-05 00:56:00,cart,1881,Home,945,Desktop,Returning,High,2024-01-05,0
1697,658,2024-01-28 11:05:00,view,1721,Electronics,556,Mobile,New,High,2024-01-28,11
639,659,2024-01-13 22:35:00,view,1504,Beauty,292,Mobile,New,Medium,2024-01-13,22
420,660,2024-02-04 10:43:00,view,1647,Home,41,Desktop,Returning,Low,2024-02-04,10
594,661,2024-01-15 02:08:00,view,1657,Fashion,350,Mobile,New,Medium,2024-01-15,2
594,661,2024-01-15 02:09:00,cart,1657,Fashion,350,Mobile,New,Medium,2024-01-15,2
485,662,2024-01-07 00:13:00,view,1031,Beauty,53,Mobile,New,Low,2024-01-07,0
485,662,2024-01-07 00:14:00,cart,1031,Beauty,53,Mobile,New,Low,2024-01-07,0
485,662,2024-01-07 00:17:00,checkout,1031,Beauty,53,Mobile,New,Low,2024-01-07,0
485,662,2024-01-07 00:19:00,purchase,1031,Beauty,53,Mobile,New,Low,2024-01-07,0
1683,663,2024-01-12 10:28:00,view,1581,Beauty,112,Mobile,Returning,Medium,2024-01-12,10
1683,663,2024-01-12 10:32:00,cart,1581,Beauty,112,Mobile,Returning,Medium,2024-01-12,10
1683,663,2024-01-12 10:36:00,checkout,1581,Beauty,112,Mobile,Returning,Medium,2024-01-12,10
1775,664,2024-01-12 00:00:00,view,1546,Electronics,764,Desktop,Returning,High,2024-01-12,0
1775,664,2024-01-12 00:03:00,cart,1546,Electronics,764,Desktop,Returning,High,2024-01-12,0
1775,664,2024-01-12 00:07:00,checkout,1546,Electronics,764,Desktop,Returning,High,2024-01-12,0
1775,664,2024-01-12 00:08:00,purchase,1546,Electronics,764,Desktop,Returning,High,2024-01-12,0
412,665,2024-01-09 06:17:00,view,1225,Beauty,923,Desktop,Returning,High,2024-01-09,6
412,665,2024-01-09 06:21:00,cart,1225,Beauty,923,Desktop,Returning,High,2024-01-09,6
412,665,2024-01-09 06:23:00,checkout,1225,Beauty,923,Desktop,Returning,High,2024-01-09,6
412,665,2024-01-09 06:26:00,purchase,1225,Beauty,923,Desktop,Returning,High,2024-01-09,6
936,666,2024-01-20 14:05:00,view,1414,Beauty,214,Mobile,New,Medium,2024-01-20,14
936,666,2024-01-20 14:06:00,cart,1414,Beauty,214,Mobile,New,Medium,2024-01-20,14
936,666,2024-01-20 14:07:00,checkout,1414,Beauty,214,Mobile,New,Medium,2024-01-20,14
936,666,2024-01-20 14:08:00,purchase,1414,Beauty,214,Mobile,New,Medium,2024-01-20,14
1108,667,2024-01-24 04:25:00,view,1675,Electronics,165,Desktop,Returning,Medium,2024-01-24,4
1108,667,2024-01-24 04:28:00,cart,1675,Electronics,165,Desktop,Returning,Medium,2024-01-24,4
1108,667,2024-01-24 04:32:00,checkout,1675,Electronics,165,Desktop,Returning,Medium,2024-01-24,4
1108,667,2024-01-24 04:35:00,purchase,1675,Electronics,165,Desktop,Returning,Medium,2024-01-24,4
1137,668,2024-02-02 06:06:00,view,1589,Electronics,335,Mobile,Returning,Medium,2024-02-02,6
1137,668,2024-02-02 06:09:00,cart,1589,Electronics,335,Mobile,Returning,Medium,2024-02-02,6
1137,668,2024-02-02 06:11:00,checkout,1589,Electronics,335,Mobile,Returning,Medium,2024-02-02,6
1137,668,2024-02-02 06:14:00,purchase,1589,Electronics,335,Mobile,Returning,Medium,2024-02-02,6
1761,669,2024-02-03 17:51:00,view,1191,Electronics,767,Desktop,New,High,2024-02-03,17
1761,669,2024-02-03 17:52:00,cart,1191,Electronics,767,Desktop,New,High,2024-02-03,17
332,670,2024-01-04 16:39:00,view,1062,Home,955,Desktop,Returning,High,2024-01-04,16
1402,671,2024-02-01 23:32:00,view,1392,Home,528,Desktop,New,High,2024-02-01,23
1402,671,2024-02-01 23:36:00,cart,1392,Home,528,Desktop,New,High,2024-02-01,23
1402,671,2024-02-01 23:37:00,checkout,1392,Home,528,Desktop,New,High,2024-02-01,23
1402,671,2024-02-01 23:40:00,purchase,1392,Home,528,Desktop,New,High,2024-02-01,23
1779,672,2024-02-03 07:41:00,view,1194,Beauty,137,Mobile,New,Medium,2024-02-03,7
1779,672,2024-02-03 07:45:00,cart,1194,Beauty,137,Mobile,New,Medium,2024-02-03,7
1779,672,2024-02-03 07:49:00,checkout,1194,Beauty,137,Mobile,New,Medium,2024-02-03,7
1779,672,2024-02-03 07:51:00,purchase,1194,Beauty,137,Mobile,New,Medium,2024-02-03,7
655,673,2024-01-01 12:45:00,view,1924,Electronics,631,Mobile,New,High,2024-01-01,12
41,674,2024-01-04 06:32:00,view,1282,Home,263,Mobile,New,Medium,2024-01-04,6
1959,675,2024-02-03 08:58:00,view,1555,Home,432,Desktop,Returning,Medium,2024-02-03,8
1959,675,2024-02-03 09:01:00,cart,1555,Home,432,Desktop,Returning,Medium,2024-02-03,9
1794,676,2024-01-25 00:59:00,view,1723,Electronics,310,Mobile,Returning,Medium,2024-01-25,0
959,677,2024-01-20 15:39:00,view,1216,Fashion,743,Desktop,New,High,2024-01-20,15
959,677,2024-01-20 15:41:00,cart,1216,Fashion,743,Desktop,New,High,2024-01-20,15
959,677,2024-01-20 15:45:00,checkout,1216,Fashion,743,Desktop,New,High,2024-01-20,15
1821,678,2024-01-15 19:55:00,view,1323,Electronics,585,Tablet,New,High,2024-01-15,19
1821,678,2024-01-15 19:57:00,cart,1323,Electronics,585,Tablet,New,High,2024-01-15,19
1821,678,2024-01-15 19:58:00,checkout,1323,Electronics,585,Tablet,New,High,2024-01-15,19
1821,678,2024-01-15 19:59:00,purchase,1323,Electronics,585,Tablet,New,High,2024-01-15,19
105,679,2024-01-15 06:13:00,view,1099,Electronics,432,Mobile,Returning,Medium,2024-01-15,6
105,679,2024-01-15 06:17:00,cart,1099,Electronics,432,Mobile,Returning,Medium,2024-01-15,6
202,680,2024-01-09 12:23:00,view,1530,Home,389,Desktop,New,Medium,2024-01-09,12
202,680,2024-01-09 12:27:00,cart,1530,Home,389,Desktop,New,Medium,2024-01-09,12
450,681,2024-02-01 02:55:00,view,1603,Home,98,Desktop,New,Low,2024-02-01,2
1843,682,2024-01-25 08:12:00,view,1806,Electronics,894,Tablet,New,High,2024-01-25,8
1843,682,2024-01-25 08:15:00,cart,1806,Electronics,894,Tablet,New,High,2024-01-25,8
1867,683,2024-01-13 00:21:00,view,1276,Home,120,Tablet,New,Medium,2024-01-13,0
1997,684,2024-01-28 11:59:00,view,1505,Electronics,827,Desktop,Returning,High,2024-01-28,11
1997,684,2024-01-28 12:01:00,cart,1505,Electronics,827,Desktop,Returning,High,2024-01-28,12
1290,685,2024-01-02 00:52:00,view,1256,Electronics,380,Mobile,New,Medium,2024-01-02,0
910,686,2024-01-13 09:20:00,view,1874,Beauty,963,Desktop,New,High,2024-01-13,9
210,687,2024-01-22 21:52:00,view,1598,Home,57,Mobile,New,Low,2024-01-22,21
563,688,2024-01-24 20:36:00,view,1450,Electronics,55,Desktop,New,Low,2024-01-24,20
563,688,2024-01-24 20:37:00,cart,1450,Electronics,55,Desktop,New,Low,2024-01-24,20
563,688,2024-01-24 20:40:00,checkout,1450,Electronics,55,Desktop,New,Low,2024-01-24,20
563,688,2024-01-24 20:42:00,purchase,1450,Electronics,55,Desktop,New,Low,2024-01-24,20
1142,689,2024-01-05 08:53:00,view,1282,Beauty,882,Desktop,New,High,2024-01-05,8
1142,689,2024-01-05 08:57:00,cart,1282,Beauty,882,Desktop,New,High,2024-01-05,8
1142,689,2024-01-05 09:01:00,checkout,1282,Beauty,882,Desktop,New,High,2024-01-05,9
1142,689,2024-01-05 09:05:00,purchase,1282,Beauty,882,Desktop,New,High,2024-01-05,9
713,690,2024-01-22 12:58:00,view,1467,Fashion,723,Mobile,New,High,2024-01-22,12
713,690,2024-01-22 12:59:00,cart,1467,Fashion,723,Mobile,New,High,2024-01-22,12
1401,691,2024-01-06 22:40:00,view,1363,Home,675,Desktop,New,High,2024-01-06,22
1401,691,2024-01-06 22:44:00,cart,1363,Home,675,Desktop,New,High,2024-01-06,22
1401,691,2024-01-06 22:48:00,checkout,1363,Home,675,Desktop,New,High,2024-01-06,22
1401,691,2024-01-06 22:52:00,purchase,1363,Home,675,Desktop,New,High,2024-01-06,22
1575,692,2024-01-17 23:36:00,view,1074,Electronics,175,Mobile,New,Medium,2024-01-17,23
1575,692,2024-01-17 23:39:00,cart,1074,Electronics,175,Mobile,New,Medium,2024-01-17,23
1564,693,2024-01-24 16:40:00,view,1562,Fashion,804,Mobile,New,High,2024-01-24,16
1564,693,2024-01-24 16:43:00,cart,1562,Fashion,804,Mobile,New,High,2024-01-24,16
1564,693,2024-01-24 16:47:00,checkout,1562,Fashion,804,Mobile,New,High,2024-01-24,16
1564,693,2024-01-24 16:50:00,purchase,1562,Fashion,804,Mobile,New,High,2024-01-24,16
771,694,2024-01-14 08:13:00,view,1763,Beauty,139,Mobile,New,Medium,2024-01-14,8
771,694,2024-01-14 08:15:00,cart,1763,Beauty,139,Mobile,New,Medium,2024-01-14,8
771,694,2024-01-14 08:17:00,checkout,1763,Beauty,139,Mobile,New,Medium,2024-01-14,8
1108,695,2024-01-15 02:16:00,view,1849,Home,989,Desktop,Returning,High,2024-01-15,2
454,696,2024-01-05 12:40:00,view,1320,Home,523,Desktop,Returning,High,2024-01-05,12
454,696,2024-01-05 12:44:00,cart,1320,Home,523,Desktop,Returning,High,2024-01-05,12
667,697,2024-01-14 11:09:00,view,1474,Electronics,980,Desktop,New,High,2024-01-14,11
667,697,2024-01-14 11:11:00,cart,1474,Electronics,980,Desktop,New,High,2024-01-14,11
667,697,2024-01-14 11:14:00,checkout,1474,Electronics,980,Desktop,New,High,2024-01-14,11
667,697,2024-01-14 11:17:00,purchase,1474,Electronics,980,Desktop,New,High,2024-01-14,11
629,698,2024-01-05 17:30:00,view,1680,Beauty,202,Mobile,New,Medium,2024-01-05,17
629,698,2024-01-05 17:31:00,cart,1680,Beauty,202,Mobile,New,Medium,2024-01-05,17
629,698,2024-01-05 17:34:00,checkout,1680,Beauty,202,Mobile,New,Medium,2024-01-05,17
629,698,2024-01-05 17:36:00,purchase,1680,Beauty,202,Mobile,New,Medium,2024-01-05,17
1538,699,2024-01-25 18:15:00,view,1860,Fashion,572,Desktop,Returning,High,2024-01-25,18
1538,699,2024-01-25 18:16:00,cart,1860,Fashion,572,Desktop,Returning,High,2024-01-25,18
1538,699,2024-01-25 18:19:00,checkout,1860,Fashion,572,Desktop,Returning,High,2024-01-25,18
1538,699,2024-01-25 18:22:00,purchase,1860,Fashion,572,Desktop,Returning,High,2024-01-25,18
1629,700,2024-01-18 00:06:00,view,1142,Beauty,426,Desktop,New,Medium,2024-01-18,0
1702,701,2024-02-01 13:50:00,view,1386,Electronics,286,Mobile,New,Medium,2024-02-01,13
1702,701,2024-02-01 13:54:00,cart,1386,Electronics,286,Mobile,New,Medium,2024-02-01,13
1702,701,2024-02-01 13:55:00,checkout,1386,Electronics,286,Mobile,New,Medium,2024-02-01,13
387,702,2024-01-12 08:08:00,view,1826,Beauty,764,Mobile,New,High,2024-01-12,8
1936,703,2024-01-22 10:18:00,view,1475,Beauty,277,Mobile,Returning,Medium,2024-01-22,10
1936,703,2024-01-22 10:22:00,cart,1475,Beauty,277,Mobile,Returning,Medium,2024-01-22,10
1374,704,2024-01-21 03:58:00,view,1020,Fashion,698,Desktop,New,High,2024-01-21,3
1374,704,2024-01-21 04:01:00,cart,1020,Fashion,698,Desktop,New,High,2024-01-21,4
1374,704,2024-01-21 04:03:00,checkout,1020,Fashion,698,Desktop,New,High,2024-01-21,4
1374,704,2024-01-21 04:07:00,purchase,1020,Fashion,698,Desktop,New,High,2024-01-21,4
296,705,2024-01-06 11:30:00,view,1213,Electronics,621,Desktop,New,High,2024-01-06,11
258,706,2024-02-04 15:46:00,view,1967,Beauty,656,Desktop,Returning,High,2024-02-04,15
1105,707,2024-01-29 04:58:00,view,1791,Fashion,609,Mobile,Returning,High,2024-01-29,4
1105,707,2024-01-29 05:02:00,cart,1791,Fashion,609,Mobile,Returning,High,2024-01-29,5
1961,708,2024-01-02 11:22:00,view,1264,Electronics,191,Desktop,New,Medium,2024-01-02,11
1961,708,2024-01-02 11:26:00,cart,1264,Electronics,191,Desktop,New,Medium,2024-01-02,11
1961,708,2024-01-02 11:30:00,checkout,1264,Electronics,191,Desktop,New,Medium,2024-01-02,11
1961,708,2024-01-02 11:34:00,purchase,1264,Electronics,191,Desktop,New,Medium,2024-01-02,11
268,709,2024-01-31 15:07:00,view,1446,Beauty,518,Mobile,Returning,High,2024-01-31,15
419,710,2024-01-13 16:47:00,view,1729,Home,884,Mobile,Returning,High,2024-01-13,16
419,710,2024-01-13 16:49:00,cart,1729,Home,884,Mobile,Returning,High,2024-01-13,16
419,710,2024-01-13 16:53:00,checkout,1729,Home,884,Mobile,Returning,High,2024-01-13,16
419,710,2024-01-13 16:56:00,purchase,1729,Home,884,Mobile,Returning,High,2024-01-13,16
235,711,2024-01-08 16:50:00,view,1211,Beauty,756,Desktop,New,High,2024-01-08,16
1857,712,2024-01-26 00:05:00,view,1445,Fashion,261,Mobile,Returning,Medium,2024-01-26,0
1335,713,2024-01-13 19:04:00,view,1018,Home,345,Desktop,Returning,Medium,2024-01-13,19
1335,713,2024-01-13 19:08:00,cart,1018,Home,345,Desktop,Returning,Medium,2024-01-13,19
1335,713,2024-01-13 19:09:00,checkout,1018,Home,345,Desktop,Returning,Medium,2024-01-13,19
1335,713,2024-01-13 19:11:00,purchase,1018,Home,345,Desktop,Returning,Medium,2024-01-13,19
1837,714,2024-01-05 03:26:00,view,1876,Home,954,Mobile,New,High,2024-01-05,3
1837,714,2024-01-05 03:30:00,cart,1876,Home,954,Mobile,New,High,2024-01-05,3
1837,714,2024-01-05 03:31:00,checkout,1876,Home,954,Mobile,New,High,2024-01-05,3
1837,714,2024-01-05 03:33:00,purchase,1876,Home,954,Mobile,New,High,2024-01-05,3
1999,715,2024-01-17 14:00:00,view,1278,Home,825,Desktop,New,High,2024-01-17,14
1999,715,2024-01-17 14:01:00,cart,1278,Home,825,Desktop,New,High,2024-01-17,14
986,716,2024-01-04 18:46:00,view,1108,Electronics,703,Mobile,New,High,2024-01-04,18
986,716,2024-01-04 18:50:00,cart,1108,Electronics,703,Mobile,New,High,2024-01-04,18
986,716,2024-01-04 18:52:00,checkout,1108,Electronics,703,Mobile,New,High,2024-01-04,18
986,716,2024-01-04 18:54:00,purchase,1108,Electronics,703,Mobile,New,High,2024-01-04,18
1381,717,2024-01-29 11:19:00,view,1840,Home,416,Mobile,New,Medium,2024-01-29,11
1237,718,2024-01-06 11:18:00,view,1052,Beauty,529,Mobile,Returning,High,2024-01-06,11
1237,718,2024-01-06 11:19:00,cart,1052,Beauty,529,Mobile,Returning,High,2024-01-06,11
1237,718,2024-01-06 11:21:00,checkout,1052,Beauty,529,Mobile,Returning,High,2024-01-06,11
1237,718,2024-01-06 11:25:00,purchase,1052,Beauty,529,Mobile,Returning,High,2024-01-06,11
574,719,2024-01-11 02:47:00,view,1557,Home,95,Mobile,Returning,Low,2024-01-11,2
574,719,2024-01-11 02:50:00,cart,1557,Home,95,Mobile,Returning,Low,2024-01-11,2
574,719,2024-01-11 02:52:00,checkout,1557,Home,95,Mobile,Returning,Low,2024-01-11,2
574,719,2024-01-11 02:54:00,purchase,1557,Home,95,Mobile,Returning,Low,2024-01-11,2
49,720,2024-01-03 20:59:00,view,1080,Home,852,Desktop,New,High,2024-01-03,20
1151,721,2024-02-03 17:12:00,view,1294,Home,668,Mobile,Returning,High,2024-02-03,17
1151,721,2024-02-03 17:15:00,cart,1294,Home,668,Mobile,Returning,High,2024-02-03,17
223,722,2024-02-02 04:13:00,view,1375,Beauty,387,Desktop,New,Medium,2024-02-02,4
223,722,2024-02-02 04:16:00,cart,1375,Beauty,387,Desktop,New,Medium,2024-02-02,4
223,722,2024-02-02 04:17:00,checkout,1375,Beauty,387,Desktop,New,Medium,2024-02-02,4
223,722,2024-02-02 04:18:00,purchase,1375,Beauty,387,Desktop,New,Medium,2024-02-02,4
921,723,2024-02-01 07:03:00,view,1624,Fashion,165,Tablet,Returning,Medium,2024-02-01,7
1303,724,2024-01-16 09:17:00,view,1333,Fashion,247,Mobile,New,Medium,2024-01-16,9
1432,725,2024-01-09 05:02:00,view,1670,Beauty,708,Mobile,New,High,2024-01-09,5
1529,726,2024-01-18 05:04:00,view,1260,Fashion,698,Desktop,Returning,High,2024-01-18,5
1529,726,2024-01-18 05:05:00,cart,1260,Fashion,698,Desktop,Returning,High,2024-01-18,5
1529,726,2024-01-18 05:09:00,checkout,1260,Fashion,698,Desktop,Returning,High,2024-01-18,5
1318,727,2024-01-09 04:41:00,view,1906,Home,234,Tablet,Returning,Medium,2024-01-09,4
1318,727,2024-01-09 04:44:00,cart,1906,Home,234,Tablet,Returning,Medium,2024-01-09,4
1318,727,2024-01-09 04:47:00,checkout,1906,Home,234,Tablet,Returning,Medium,2024-01-09,4
1318,727,2024-01-09 04:50:00,purchase,1906,Home,234,Tablet,Returning,Medium,2024-01-09,4
1820,728,2024-01-01 07:12:00,view,1584,Home,223,Desktop,New,Medium,2024-01-01,7
1820,728,2024-01-01 07:15:00,cart,1584,Home,223,Desktop,New,Medium,2024-01-01,7
277,729,2024-01-29 10:44:00,view,1302,Fashion,247,Mobile,Returning,Medium,2024-01-29,10
1462,730,2024-01-09 19:40:00,view,1520,Home,630,Desktop,Returning,High,2024-01-09,19
1462,730,2024-01-09 19:43:00,cart,1520,Home,630,Desktop,Returning,High,2024-01-09,19
1462,730,2024-01-09 19:47:00,checkout,1520,Home,630,Desktop,Returning,High,2024-01-09,19
1462,730,2024-01-09 19:49:00,purchase,1520,Home,630,Desktop,Returning,High,2024-01-09,19
1131,731,2024-02-01 10:23:00,view,1977,Fashion,868,Mobile,Returning,High,2024-02-01,10
1131,731,2024-02-01 10:24:00,cart,1977,Fashion,868,Mobile,Returning,High,2024-02-01,10
1131,731,2024-02-01 10:26:00,checkout,1977,Fashion,868,Mobile,Returning,High,2024-02-01,10
1682,732,2024-01-11 04:45:00,view,1099,Beauty,877,Tablet,Returning,High,2024-01-11,4
1682,732,2024-01-11 04:47:00,cart,1099,Beauty,877,Tablet,Returning,High,2024-01-11,4
1682,732,2024-01-11 04:49:00,checkout,1099,Beauty,877,Tablet,Returning,High,2024-01-11,4
1682,732,2024-01-11 04:51:00,purchase,1099,Beauty,877,Tablet,Returning,High,2024-01-11,4
420,733,2024-01-19 02:14:00,view,1120,Fashion,983,Tablet,Returning,High,2024-01-19,2
420,733,2024-01-19 02:17:00,cart,1120,Fashion,983,Tablet,Returning,High,2024-01-19,2
420,733,2024-01-19 02:18:00,checkout,1120,Fashion,983,Tablet,Returning,High,2024-01-19,2
611,734,2024-01-14 01:21:00,view,1300,Beauty,179,Mobile,New,Medium,2024-01-14,1
611,734,2024-01-14 01:25:00,cart,1300,Beauty,179,Mobile,New,Medium,2024-01-14,1
611,734,2024-01-14 01:27:00,checkout,1300,Beauty,179,Mobile,New,Medium,2024-01-14,1
611,734,2024-01-14 01:30:00,purchase,1300,Beauty,179,Mobile,New,Medium,2024-01-14,1
1453,735,2024-01-01 21:46:00,view,1790,Fashion,939,Mobile,Returning,High,2024-01-01,21
1453,735,2024-01-01 21:50:00,cart,1790,Fashion,939,Mobile,Returning,High,2024-01-01,21
1453,735,2024-01-01 21:53:00,checkout,1790,Fashion,939,Mobile,Returning,High,2024-01-01,21
1453,735,2024-01-01 21:55:00,purchase,1790,Fashion,939,Mobile,Returning,High,2024-01-01,21
375,736,2024-01-04 04:55:00,view,1691,Electronics,175,Mobile,New,Medium,2024-01-04,4
375,736,2024-01-04 04:59:00,cart,1691,Electronics,175,Mobile,New,Medium,2024-01-04,4
73,737,2024-01-02 20:11:00,view,1106,Beauty,873,Mobile,New,High,2024-01-02,20
73,737,2024-01-02 20:12:00,cart,1106,Beauty,873,Mobile,New,High,2024-01-02,20
73,737,2024-01-02 20:15:00,checkout,1106,Beauty,873,Mobile,New,High,2024-01-02,20
73,737,2024-01-02 20:17:00,purchase,1106,Beauty,873,Mobile,New,High,2024-01-02,20
1973,738,2024-01-08 12:43:00,view,1094,Fashion,563,Desktop,New,High,2024-01-08,12
1658,739,2024-01-02 12:15:00,view,1384,Beauty,197,Mobile,New,Medium,2024-01-02,12
1658,739,2024-01-02 12:16:00,cart,1384,Beauty,197,Mobile,New,Medium,2024-01-02,12
1658,739,2024-01-02 12:19:00,checkout,1384,Beauty,197,Mobile,New,Medium,2024-01-02,12
1054,740,2024-01-23 22:22:00,view,1488,Electronics,830,Mobile,Returning,High,2024-01-23,22
1054,740,2024-01-23 22:25:00,cart,1488,Electronics,830,Mobile,Returning,High,2024-01-23,22
1054,740,2024-01-23 22:26:00,checkout,1488,Electronics,830,Mobile,Returning,High,2024-01-23,22
1054,740,2024-01-23 22:30:00,purchase,1488,Electronics,830,Mobile,Returning,High,2024-01-23,22
1212,741,2024-01-26 03:41:00,view,1413,Beauty,305,Mobile,New,Medium,2024-01-26,3
1388,742,2024-01-05 02:34:00,view,1524,Electronics,144,Tablet,New,Medium,2024-01-05,2
1388,742,2024-01-05 02:37:00,cart,1524,Electronics,144,Tablet,New,Medium,2024-01-05,2
1890,743,2024-01-22 13:05:00,view,1064,Fashion,661,Desktop,Returning,High,2024-01-22,13
1824,744,2024-01-11 06:09:00,view,1716,Home,827,Mobile,Returning,High,2024-01-11,6
1824,744,2024-01-11 06:11:00,cart,1716,Home,827,Mobile,Returning,High,2024-01-11,6
1824,744,2024-01-11 06:14:00,checkout,1716,Home,827,Mobile,Returning,High,2024-01-11,6
1824,744,2024-01-11 06:17:00,purchase,1716,Home,827,Mobile,Returning,High,2024-01-11,6
1475,745,2024-02-02 10:46:00,view,1407,Fashion,243,Mobile,New,Medium,2024-02-02,10
1475,745,2024-02-02 10:47:00,cart,1407,Fashion,243,Mobile,New,Medium,2024-02-02,10
