session_id,cart,checkout,purchase,view,view_to_cart_time,cart_to_checkout_time,checkout_to_purchase_time
972,2024-01-07 07:40:00,2024-01-07 07:44:00,2024-01-07 07:45:00,2024-01-07 07:39:00,1.0,4.0,1.0
973,2024-02-03 16:29:00,,,2024-02-03 16:25:00,4.0,,
974,2024-01-16 14:38:00,,,2024-01-16 14:35:00,3.0,,
975,2024-01-17 03:37:00,,,2024-01-17 03:35:00,2.0,,
976,2024-01-09 02:20:00,2024-01-09 02:24:00,2024-01-09 02:25:00,2024-01-09 02:18:00,2.0,4.0,1.0
977,2024-01-14 06:28:00,,,2024-01-14 06:24:00,4.0,,
978,2024-01-07 04:35:00,2024-01-07 04:37:00,2024-01-07 04:38:00,2024-01-07 04:31:00,4.0,2.0,1.0
979,,,,2024-01-13 00:34:00,,,
980,2024-01-28 04:16:00,2024-01-28 04:18:00,2024-01-28 04:22:00,2024-01-28 04:15:00,1.0,2.0,4.0
981,2024-02-01 22:18:00,2024-02-01 22:19:00,2024-02-01 22:23:00,2024-02-01 22:16:00,2.0,1.0,4.0
982,2024-01-11 18:53:00,2024-01-11 18:57:00,,2024-01-11 18:51:00,2.0,4.0,
983,2024-01-14 02:30:00,2024-01-14 02:34:00,2024-01-14 02:38:00,2024-01-14 02:29:00,1.0,4.0,4.0
984,2024-01-10 03:38:00,,,2024-01-10 03:37:00,1.0,,
985,,,,2024-01-21 11:27:00,,,
986,2024-01-14 07:46:00,,,2024-01-14 07:44:00,2.0,,
987,,,,2024-01-01 02:51:00,,,
988,2024-01-27 02:37:00,2024-01-27 02:41:00,2024-01-27 02:43:00,2024-01-27 02:33:00,4.0,4.0,2.0
989,2024-01-28 02:05:00,,,2024-01-28 02:01:00,4.0,,
990,,,,2024-01-25 14:20:00,,,
991,2024-01-12 02:27:00,2024-01-12 02:28:00,2024-01-12 02:31:00,2024-01-12 02:23:00,4.0,1.0,3.0
992,2024-02-04 02:11:00,2024-02-04 02:13:00,2024-02-04 02:15:00,2024-02-04 02:09:00,2.0,2.0,2.0
993,2024-01-08 17:07:00,,,2024-01-08 17:04:00,3.0,,
994,,,,2024-01-15 03:03:00,,,
995,2024-01-08 11:00:00,,,2024-01-08 10:57:00,3.0,,
996,2024-01-02 18:34:00,2024-01-02 18:36:00,2024-01-02 18:40:00,2024-01-02 18:32:00,2.0,2.0,4.0
997,2024-01-25 15:52:00,2024-01-25 15:53:00,2024-01-25 15:54:00,2024-01-25 15:50:00,2.0,1.0,1.0
998,2024-01-26 07:38:00,2024-01-26 07:40:00,2024-01-26 07:42:00,2024-01-26 07:35:00,3.0,2.0,2.0
999,,,,2024-01-31 11:02:00,,,
1000,,,,2024-01-26 07:01:00,,,
1001,2024-01-21 12:41:00,2024-01-21 12:44:00,,2024-01-21 12:37:00,4.0,3.0,
1002,,,,2024-01-15 16:39:00,,,
1003,2024-01-26 01:53:00,,,2024-01-26 01:52:00,1.0,,
1004,2024-01-09 06:04:00,2024-01-09 06:05:00,2024-01-09 06:07:00,2024-01-09 06:02:00,2.0,1.0,2.0
1005,2024-01-18 18:01:00,2024-01-18 18:02:00,2024-01-18 18:06:00,2024-01-18 17:59:00,2.0,1.0,4.0
1006,2024-01-17 08:23:00,2024-01-17 08:24:00,2024-01-17 08:28:00,2024-01-17 08:22:00,1.0,1.0,4.0
1007,2024-01-18 15:35:00,2024-01-18 15:37:00,2024-01-18 15:40:00,2024-01-18 15:34:00,1.0,2.0,3.0
1008,,,,2024-01-17 23:15:00,,,
1009,2024-01-06 04:39:00,2024-01-06 04:43:00,2024-01-06 04:45:00,2024-01-06 04:36:00,3.0,4.0,2.0
1010,,,,2024-01-11 01:15:00,,,
1011,2024-01-09 10:05:00,2024-01-09 10:07:00,2024-01-09 10:10:00,2024-01-09 10:03:00,2.0,2.0,3.0
1012,,,,2024-01-31 15:02:00,,,
1013,2024-01-19 20:37:00,,,2024-01-19 20:36:00,1.0,,
1014,2024-01-29 21:26:00,2024-01-29 21:29:00,,2024-01-29 21:23:00,3.0,3.0,
1015,,,,2024-01-29 06:03:00,,,
1016,2024-01-08 07:32:00,2024-01-08 07:35:00,,2024-01-08 07:30:00,2.0,3.0,
1017,,,,2024-01-25 23:23:00,,,
1018,2024-01-16 18:17:00,,,2024-01-16 18:15:00,2.0,,
1019,2024-01-09 11:39:00,2024-01-09 11:40:00,2024-01-09 11:44:00,2024-01-09 11:38:00,1.0,1.0,4.0
1020,,,,2024-01-09 22:08:00,,,
1021,,,,2024-01-25 19:34:00,,,
1022,2024-01-14 16:30:00,2024-01-14 16:31:00,2024-01-14 16:33:00,2024-01-14 16:29:00,1.0,1.0,2.0
1023,,,,2024-01-30 00:26:00,,,
1024,2024-01-02 01:51:00,2024-01-02 01:52:00,2024-01-02 01:54:00,2024-01-02 01:47:00,4.0,1.0,2.0
1025,2024-01-12 18:18:00,2024-01-12 18:22:00,2024-01-12 18:26:00,2024-01-12 18:16:00,2.0,4.0,4.0
1026,,,,2024-01-02 15:53:00,,,
1027,,,,2024-01-19 06:19:00,,,
1028,2024-01-29 05:45:00,2024-01-29 05:46:00,2024-01-29 05:50:00,2024-01-29 05:43:00,2.0,1.0,4.0
1029,2024-01-31 07:20:00,2024-01-31 07:21:00,,2024-01-31 07:19:00,1.0,1.0,
1030,2024-01-12 08:53:00,2024-01-12 08:54:00,2024-01-12 08:58:00,2024-01-12 08:49:00,4.0,1.0,4.0
1031,2024-01-16 12:19:00,,,2024-01-16 12:16:00,3.0,,
1032,,,,2024-01-11 02:57:00,,,
1033,,,,2024-01-10 19:53:00,,,
1034,2024-02-03 16:20:00,2024-02-03 16:21:00,,2024-02-03 16:16:00,4.0,1.0,
1035,2024-01-09 21:22:00,2024-01-09 21:24:00,2024-01-09 21:25:00,2024-01-09 21:18:00,4.0,2.0,1.0
1036,2024-01-23 20:52:00,,,2024-01-23 20:51:00,1.0,,
1037,2024-02-01 16:53:00,,,2024-02-01 16:52:00,1.0,,
1038,2024-01-24 11:15:00,2024-01-24 11:18:00,2024-01-24 11:22:00,2024-01-24 11:13:00,2.0,3.0,4.0
1039,,,,2024-02-03 15:42:00,,,
1040,,,,2024-01-24 15:46:00,,,
1041,2024-01-30 18:27:00,2024-01-30 18:28:00,2024-01-30 18:32:00,2024-01-30 18:24:00,3.0,1.0,4.0
1042,2024-01-25 23:49:00,,,2024-01-25 23:47:00,2.0,,
1043,2024-01-04 02:50:00,2024-01-04 02:51:00,2024-01-04 02:54:00,2024-01-04 02:46:00,4.0,1.0,3.0
1044,,,,2024-01-09 01:16:00,,,
1045,2024-01-04 23:45:00,,,2024-01-04 23:42:00,3.0,,
1046,2024-01-26 20:54:00,2024-01-26 20:57:00,2024-01-26 20:59:00,2024-01-26 20:50:00,4.0,3.0,2.0
1047,2024-01-20 06:43:00,2024-01-20 06:47:00,2024-01-20 06:51:00,2024-01-20 06:41:00,2.0,4.0,4.0
1048,2024-01-03 13:36:00,2024-01-03 13:38:00,2024-01-03 13:40:00,2024-01-03 13:32:00,4.0,2.0,2.0
1049,2024-01-30 04:31:00,2024-01-30 04:33:00,2024-01-30 04:36:00,2024-01-30 04:27:00,4.0,2.0,3.0
1050,,,,2024-01-29 05:36:00,,,
1051,,,,2024-01-21 04:47:00,,,
1052,,,,2024-01-06 19:50:00,,,
1053,2024-02-04 07:17:00,2024-02-04 07:18:00,2024-02-04 07:21:00,2024-02-04 07:13:00,4.0,1.0,3.0
1054,2024-01-20 04:43:00,2024-01-20 04:45:00,,2024-01-20 04:41:00,2.0,2.0,
1055,2024-01-05 04:44:00,2024-01-05 04:46:00,2024-01-05 04:48:00,2024-01-05 04:42:00,2.0,2.0,2.0
1056,,,,2024-01-05 04:38:00,,,
1057,,,,2024-01-15 10:07:00,,,
1058,2024-01-20 06:08:00,2024-01-20 06:09:00,2024-01-20 06:13:00,2024-01-20 06:04:00,4.0,1.0,4.0
1059,2024-01-31 20:43:00,,,2024-01-31 20:42:00,1.0,,
1060,,,,2024-01-23 20:05:00,,,
1061,2024-02-01 19:36:00,2024-02-01 19:39:00,2024-02-01 19:43:00,2024-02-01 19:35:00,1.0,3.0,4.0
1062,,,,2024-01-15 13:57:00,,,
1063,,,,2024-01-11 08:31:00,,,
1064,2024-01-19 11:03:00,2024-01-19 11:07:00,2024-01-19 11:11:00,2024-01-19 11:00:00,3.0,4.0,4.0
1065,,,,2024-01-29 14:17:00,,,
1066,2024-01-25 14:38:00,2024-01-25 14:41:00,2024-01-25 14:44:00,2024-01-25 14:37:00,1.0,3.0,3.0
1067,,,,2024-01-06 10:30:00,,,
1068,,,,2024-01-28 06:45:00,,,
1069,,,,2024-01-30 11:54:00,,,
1070,2024-01-19 18:04:00,2024-01-19 18:07:00,2024-01-19 18:09:00,2024-01-19 18:02:00,2.0,3.0,2.0
1071,,,,2024-01-18 19:00:00,,,
1072,,,,2024-01-24 05:37:00,,,
1073,,,,2024-01-15 05:45:00,,,
1074,,,,2024-01-16 11:52:00,,,
1075,2024-01-04 07:11:00,2024-01-04 07:13:00,2024-01-04 07:16:00,2024-01-04 07:08:00,3.0,2.0,3.0
1076,,,,2024-01-06 09:55:00,,,
1077,2024-01-06 18:31:00,,,2024-01-06 18:27:00,4.0,,
1078,2024-01-03 16:59:00,2024-01-03 17:02:00,2024-01-03 17:05:00,2024-01-03 16:56:00,3.0,3.0,3.0
1079,,,,2024-01-22 19:24:00,,,
1080,,,,2024-01-17 16:55:00,,,
1081,2024-01-04 12:28:00,2024-01-04 12:31:00,2024-01-04 12:32:00,2024-01-04 12:24:00,4.0,3.0,1.0
1082,2024-01-23 03:18:00,2024-01-23 03:21:00,2024-01-23 03:22:00,2024-01-23 03:17:00,1.0,3.0,1.0
1083,2024-01-27 05:41:00,2024-01-27 05:43:00,2024-01-27 05:47:00,2024-01-27 05:39:00,2.0,2.0,4.0
1084,2024-01-03 23:47:00,2024-01-03 23:50:00,,2024-01-03 23:44:00,3.0,3.0,
1085,,,,2024-01-10 00:53:00,,,
1086,2024-02-01 03:06:00,2024-02-01 03:09:00,,2024-02-01 03:03:00,3.0,3.0,
1087,2024-01-25 21:32:00,2024-01-25 21:35:00,2024-01-25 21:36:00,2024-01-25 21:30:00,2.0,3.0,1.0
1088,2024-01-14 11:30:00,2024-01-14 11:33:00,2024-01-14 11:37:00,2024-01-14 11:28:00,2.0,3.0,4.0
1089,2024-01-27 14:48:00,,,2024-01-27 14:44:00,4.0,,
1090,2024-01-16 11:57:00,2024-01-16 11:59:00,2024-01-16 12:00:00,2024-01-16 11:56:00,1.0,2.0,1.0
1091,2024-01-06 12:48:00,2024-01-06 12:50:00,2024-01-06 12:54:00,2024-01-06 12:44:00,4.0,2.0,4.0
1092,,,,2024-01-26 21:12:00,,,
1093,,,,2024-01-28 01:34:00,,,
1094,2024-01-22 00:01:00,2024-01-22 00:03:00,2024-01-22 00:05:00,2024-01-21 23:58:00,3.0,2.0,2.0
1095,2024-01-27 00:22:00,,,2024-01-27 00:21:00,1.0,,
1096,,,,2024-01-19 01:03:00,,,
1097,2024-01-19 03:01:00,2024-01-19 03:05:00,2024-01-19 03:09:00,2024-01-19 02:59:00,2.0,4.0,4.0
1098,2024-02-04 16:57:00,2024-02-04 17:00:00,2024-02-04 17:02:00,2024-02-04 16:54:00,3.0,3.0,2.0
1099,2024-01-24 21:29:00,2024-01-24 21:33:00,2024-01-24 21:37:00,2024-01-24 21:25:00,4.0,4.0,4.0
1100,,,,2024-01-24 18:17:00,,,
1101,,,,2024-01-11 09:29:00,,,
1102,2024-01-19 18:55:00,,,2024-01-19 18:52:00,3.0,,
1103,2024-01-10 16:33:00,2024-01-10 16:35:00,2024-01-10 16:37:00,2024-01-10 16:30:00,3.0,2.0,2.0
1104,,,,2024-01-06 17:56:00,,,
1105,2024-01-09 05:44:00,,,2024-01-09 05:43:00,1.0,,
1106,2024-02-03 15:23:00,2024-02-03 15:25:00,2024-02-03 15:28:00,2024-02-03 15:21:00,2.0,2.0,3.0
1107,,,,2024-02-03 00:00:00,,,
1108,2024-01-20 02:17:00,2024-01-20 02:18:00,2024-01-20 02:22:00,2024-01-20 02:14:00,3.0,1.0,4.0
1109,2024-01-14 05:13:00,,,2024-01-14 05:11:00,2.0,,
1110,,,,2024-02-02 12:30:00,,,
1111,2024-02-02 15:19:00,2024-02-02 15:21:00,2024-02-02 15:23:00,2024-02-02 15:16:00,3.0,2.0,2.0
1112,2024-01-20 17:23:00,,,2024-01-20 17:19:00,4.0,,
1113,,,,2024-01-11 02:31:00,,,
1114,,,,2024-01-22 02:03:00,,,
1115,2024-02-04 10:39:00,,,2024-02-04 10:36:00,3.0,,
1116,2024-01-16 01:26:00,2024-01-16 01:27:00,2024-01-16 01:28:00,2024-01-16 01:25:00,1.0,1.0,1.0
1117,,,,2024-01-22 16:09:00,,,
1118,2024-01-30 02:13:00,,,2024-01-30 02:09:00,4.0,,
1119,2024-01-19 14:39:00,2024-01-19 14:42:00,2024-01-19 14:44:00,2024-01-19 14:35:00,4.0,3.0,2.0
1120,2024-01-30 15:37:00,,,2024-01-30 15:33:00,4.0,,
1121,2024-01-20 12:09:00,,,2024-01-20 12:06:00,3.0,,
1122,2024-01-01 02:18:00,,,2024-01-01 02:15:00,3.0,,
1123,2024-01-20 21:35:00,2024-01-20 21:37:00,2024-01-20 21:38:00,2024-01-20 21:31:00,4.0,2.0,1.0
1124,2024-01-20 11:16:00,2024-01-20 11:19:00,2024-01-20 11:22:00,2024-01-20 11:15:00,1.0,3.0,3.0
1125,2024-01-15 04:53:00,2024-01-15 04:54:00,2024-01-15 04:55:00,2024-01-15 04:52:00,1.0,1.0,1.0
1126,2024-02-03 18:12:00,2024-02-03 18:16:00,2024-02-03 18:18:00,2024-02-03 18:08:00,4.0,4.0,2.0
1127,2024-01-20 00:50:00,2024-01-20 00:51:00,2024-01-20 00:52:00,2024-01-20 00:49:00,1.0,1.0,1.0
1128,2024-01-30 14:50:00,2024-01-30 14:54:00,2024-01-30 14:58:00,2024-01-30 14:47:00,3.0,4.0,4.0
1129,2024-01-14 22:18:00,2024-01-14 22:20:00,2024-01-14 22:23:00,2024-01-14 22:14:00,4.0,2.0,3.0
1130,2024-01-16 01:34:00,,,2024-01-16 01:30:00,4.0,,
1131,,,,2024-01-22 16:17:00,,,
1132,2024-01-22 14:49:00,2024-01-22 14:53:00,2024-01-22 14:54:00,2024-01-22 14:47:00,2.0,4.0,1.0
1133,2024-01-20 05:24:00,2024-01-20 05:27:00,2024-01-20 05:31:00,2024-01-20 05:20:00,4.0,3.0,4.0
1134,2024-01-30 15:51:00,2024-01-30 15:55:00,2024-01-30 15:56:00,2024-01-30 15:48:00,3.0,4.0,1.0
1135,2024-01-31 18:17:00,,,2024-01-31 18:16:00,1.0,,
1136,2024-01-18 13:03:00,2024-01-18 13:07:00,,2024-01-18 13:01:00,2.0,4.0,
1137,2024-01-01 09:17:00,2024-01-01 09:18:00,2024-01-01 09:19:00,2024-01-01 09:14:00,3.0,1.0,1.0
1138,,,,2024-01-28 21:00:00,,,
1139,2024-01-21 07:58:00,,,2024-01-21 07:56:00,2.0,,
1140,,,,2024-01-07 06:57:00,,,
1141,2024-01-19 08:30:00,2024-01-19 08:31:00,2024-01-19 08:33:00,2024-01-19 08:26:00,4.0,1.0,2.0
1142,,,,2024-01-05 06:15:00,,,
1143,2024-02-01 02:17:00,2024-02-01 02:19:00,,2024-02-01 02:14:00,3.0,2.0,
1144,,,,2024-01-30 08:45:00,,,
1145,2024-01-16 06:01:00,2024-01-16 06:03:00,2024-01-16 06:05:00,2024-01-16 06:00:00,1.0,2.0,2.0
1146,,,,2024-01-19 23:30:00,,,
1147,2024-01-06 19:28:00,,,2024-01-06 19:27:00,1.0,,
1148,2024-01-02 20:04:00,,,2024-01-02 20:00:00,4.0,,
1149,,,,2024-01-07 05:40:00,,,
1150,,,,2024-01-01 00:28:00,,,
1151,,,,2024-01-24 14:17:00,,,
1152,2024-01-07 17:09:00,2024-01-07 17:13:00,2024-01-07 17:17:00,2024-01-07 17:08:00,1.0,4.0,4.0
1153,,,,2024-01-27 12:57:00,,,
1154,2024-01-25 19:29:00,2024-01-25 19:31:00,,2024-01-25 19:25:00,4.0,2.0,
1155,,,,2024-01-24 21:09:00,,,
1156,2024-01-11 23:08:00,2024-01-11 23:12:00,2024-01-11 23:15:00,2024-01-11 23:07:00,1.0,4.0,3.0
1157,2024-01-29 12:55:00,2024-01-29 12:59:00,2024-01-29 13:01:00,2024-01-29 12:54:00,1.0,4.0,2.0
1158,,,,2024-01-15 07:12:00,,,
1159,2024-01-14 09:41:00,2024-01-14 09:43:00,2024-01-14 09:46:00,2024-01-14 09:40:00,1.0,2.0,3.0
1160,,,,2024-02-04 12:17:00,,,
1161,,,,2024-01-18 21:05:00,,,
1162,2024-01-22 08:55:00,,,2024-01-22 08:51:00,4.0,,
1163,2024-01-22 09:14:00,2024-01-22 09:17:00,2024-01-22 09:20:00,2024-01-22 09:12:00,2.0,3.0,3.0
1164,2024-01-26 08:46:00,,,2024-01-26 08:43:00,3.0,,
1165,2024-01-18 14:48:00,2024-01-18 14:50:00,2024-01-18 14:52:00,2024-01-18 14:47:00,1.0,2.0,2.0
1166,2024-01-16 10:53:00,2024-01-16 10:54:00,,2024-01-16 10:51:00,2.0,1.0,
1167,,,,2024-01-19 00:24:00,,,
1168,2024-01-03 02:07:00,2024-01-03 02:09:00,2024-01-03 02:10:00,2024-01-03 02:04:00,3.0,2.0,1.0
1169,2024-01-13 00:52:00,,,2024-01-13 00:50:00,2.0,,
1170,,,,2024-01-15 08:10:00,,,
1171,2024-01-20 23:51:00,,,2024-01-20 23:49:00,2.0,,
1172,2024-01-18 08:08:00,2024-01-18 08:10:00,,2024-01-18 08:07:00,1.0,2.0,
1173,2024-01-29 06:58:00,,,2024-01-29 06:54:00,4.0,,
1174,,,,2024-01-13 00:31:00,,,
1175,,,,2024-01-02 20:56:00,,,
1176,,,,2024-01-03 18:28:00,,,
1177,2024-01-15 00:02:00,2024-01-15 00:03:00,2024-01-15 00:07:00,2024-01-15 00:01:00,1.0,1.0,4.0
1178,,,,2024-01-17 17:35:00,,,
1179,2024-02-04 11:50:00,,,2024-02-04 11:49:00,1.0,,
1180,2024-01-02 08:42:00,2024-01-02 08:44:00,2024-01-02 08:47:00,2024-01-02 08:40:00,2.0,2.0,3.0
1181,2024-01-05 16:49:00,,,2024-01-05 16:46:00,3.0,,
1182,2024-01-05 20:22:00,,,2024-01-05 20:21:00,1.0,,
1183,2024-01-04 03:46:00,2024-01-04 03:49:00,2024-01-04 03:52:00,2024-01-04 03:43:00,3.0,3.0,3.0
1184,2024-01-28 22:56:00,2024-01-28 22:57:00,2024-01-28 22:59:00,2024-01-28 22:53:00,3.0,1.0,2.0
1185,2024-02-01 02:56:00,2024-02-01 03:00:00,2024-02-01 03:04:00,2024-02-01 02:52:00,4.0,4.0,4.0
1186,2024-01-05 03:08:00,2024-01-05 03:09:00,,2024-01-05 03:05:00,3.0,1.0,
1187,2024-02-04 17:22:00,2024-02-04 17:25:00,2024-02-04 17:29:00,2024-02-04 17:18:00,4.0,3.0,4.0
1188,2024-01-25 15:39:00,2024-01-25 15:43:00,2024-01-25 15:44:00,2024-01-25 15:37:00,2.0,4.0,1.0
1189,2024-01-22 06:26:00,2024-01-22 06:30:00,2024-01-22 06:32:00,2024-01-22 06:24:00,2.0,4.0,2.0
1190,,,,2024-01-26 23:52:00,,,
1191,2024-01-02 08:28:00,2024-01-02 08:29:00,,2024-01-02 08:26:00,2.0,1.0,
1192,2024-01-04 21:56:00,,,2024-01-04 21:52:00,4.0,,
1193,,,,2024-01-02 09:39:00,,,
1194,2024-01-28 14:14:00,,,2024-01-28 14:10:00,4.0,,
1195,2024-01-28 11:43:00,2024-01-28 11:47:00,,2024-01-28 11:42:00,1.0,4.0,
1196,2024-01-16 06:54:00,2024-01-16 06:56:00,2024-01-16 06:59:00,2024-01-16 06:53:00,1.0,2.0,3.0
1197,2024-01-11 20:03:00,,,2024-01-11 20:02:00,1.0,,
1198,2024-01-25 18:57:00,2024-01-25 18:59:00,2024-01-25 19:03:00,2024-01-25 18:55:00,2.0,2.0,4.0
1199,,,,2024-01-07 00:28:00,,,
1200,2024-01-29 12:36:00,2024-01-29 12:39:00,2024-01-29 12:40:00,2024-01-29 12:35:00,1.0,3.0,1.0
1201,2024-01-09 18:22:00,,,2024-01-09 18:19:00,3.0,,
1202,,,,2024-02-04 13:06:00,,,
1203,,,,2024-01-18 08:07:00,,,
1204,2024-02-04 14:24:00,2024-02-04 14:25:00,,2024-02-04 14:23:00,1.0,1.0,
1205,2024-01-10 08:08:00,2024-01-10 08:12:00,2024-01-10 08:16:00,2024-01-10 08:06:00,2.0,4.0,4.0
1206,,,,2024-01-17 06:25:00,,,
1207,2024-01-04 20:04:00,2024-01-04 20:07:00,2024-01-04 20:11:00,2024-01-04 20:03:00,1.0,3.0,4.0
1208,,,,2024-01-04 18:23:00,,,
1209,,,,2024-01-16 19:55:00,,,
1210,,,,2024-01-04 16:31:00,,,
1211,2024-01-12 16:29:00,2024-01-12 16:31:00,2024-01-12 16:33:00,2024-01-12 16:25:00,4.0,2.0,2.0
1212,,,,2024-01-29 08:30:00,,,
1213,2024-01-27 07:08:00,2024-01-27 07:09:00,,2024-01-27 07:04:00,4.0,1.0,
1214,2024-02-03 22:40:00,2024-02-03 22:42:00,2024-02-03 22:44:00,2024-02-03 22:39:00,1.0,2.0,2.0
1215,,,,2024-01-27 19:22:00,,,
1216,,,,2024-02-01 10:37:00,,,
1217,,,,2024-01-26 05:24:00,,,
1218,2024-01-15 11:02:00,2024-01-15 11:03:00,2024-01-15 11:05:00,2024-01-15 10:59:00,3.0,1.0,2.0
1219,,,,2024-01-15 13:17:00,,,
1220,,,,2024-01-04 01:58:00,,,
1221,,,,2024-01-31 04:44:00,,,
1222,2024-01-14 06:49:00,,,2024-01-14 06:47:00,2.0,,
1223,2024-01-10 13:48:00,2024-01-10 13:51:00,2024-01-10 13:53:00,2024-01-10 13:45:00,3.0,3.0,2.0
1224,,,,2024-02-01 20:23:00,,,
1225,,,,2024-01-14 05:55:00,,,
1226,2024-01-06 00:40:00,2024-01-06 00:44:00,2024-01-06 00:46:00,2024-01-06 00:39:00,1.0,4.0,2.0
1227,2024-01-22 18:47:00,,,2024-01-22 18:46:00,1.0,,
1228,2024-01-10 21:16:00,2024-01-10 21:18:00,2024-01-10 21:22:00,2024-01-10 21:15:00,1.0,2.0,4.0
1229,2024-02-02 13:44:00,2024-02-02 13:45:00,2024-02-02 13:48:00,2024-02-02 13:42:00,2.0,1.0,3.0
1230,2024-01-07 06:20:00,2024-01-07 06:22:00,2024-01-07 06:26:00,2024-01-07 06:19:00,1.0,2.0,4.0
1231,2024-01-08 20:45:00,,,2024-01-08 20:42:00,3.0,,
1232,2024-01-23 00:51:00,2024-01-23 00:54:00,2024-01-23 00:55:00,2024-01-23 00:49:00,2.0,3.0,1.0
1233,2024-01-12 01:36:00,2024-01-12 01:38:00,2024-01-12 01:39:00,2024-01-12 01:34:00,2.0,2.0,1.0
1234,,,,2024-01-12 04:12:00,,,
1235,2024-01-23 06:23:00,2024-01-23 06:25:00,2024-01-23 06:29:00,2024-01-23 06:22:00,1.0,2.0,4.0
1236,,,,2024-01-17 19:20:00,,,
1237,2024-02-01 12:04:00,2024-02-01 12:07:00,2024-02-01 12:11:00,2024-02-01 12:03:00,1.0,3.0,4.0
1238,2024-01-30 13:58:00,,,2024-01-30 13:56:00,2.0,,
1239,,,,2024-01-11 12:08:00,,,
1240,2024-01-06 11:06:00,2024-01-06 11:07:00,2024-01-06 11:10:00,2024-01-06 11:04:00,2.0,1.0,3.0
1241,2024-02-01 05:14:00,2024-02-01 05:15:00,2024-02-01 05:16:00,2024-02-01 05:11:00,3.0,1.0,1.0
1242,,,,2024-01-12 10:24:00,,,
1243,2024-01-20 12:34:00,2024-01-20 12:35:00,2024-01-20 12:39:00,2024-01-20 12:33:00,1.0,1.0,4.0
1244,2024-01-08 18:55:00,2024-01-08 18:59:00,2024-01-08 19:03:00,2024-01-08 18:52:00,3.0,4.0,4.0
1245,2024-01-31 13:33:00,2024-01-31 13:37:00,2024-01-31 13:39:00,2024-01-31 13:29:00,4.0,4.0,2.0
1246,,,,2024-01-21 14:25:00,,,
1247,2024-01-21 07:52:00,2024-01-21 07:55:00,2024-01-21 07:59:00,2024-01-21 07:50:00,2.0,3.0,4.0
1248,2024-01-11 08:21:00,,,2024-01-11 08:20:00,1.0,,
1249,,,,2024-01-24 05:19:00,,,
1250,2024-01-13 23:41:00,,,2024-01-13 23:37:00,4.0,,
1251,2024-01-04 20:25:00,2024-01-04 20:29:00,,2024-01-04 20:22:00,3.0,4.0,
1252,2024-01-22 09:35:00,2024-01-22 09:36:00,2024-01-22 09:37:00,2024-01-22 09:33:00,2.0,1.0,1.0
1253,2024-01-14 16:14:00,2024-01-14 16:18:00,2024-01-14 16:22:00,2024-01-14 16:11:00,3.0,4.0,4.0
1254,2024-01-25 23:35:00,2024-01-25 23:37:00,2024-01-25 23:41:00,2024-01-25 23:32:00,3.0,2.0,4.0
1255,2024-01-31 20:06:00,2024-01-31 20:08:00,2024-01-31 20:11:00,2024-01-31 20:05:00,1.0,2.0,3.0
1256,2024-01-20 21:55:00,,,2024-01-20 21:51:00,4.0,,
1257,2024-01-08 22:05:00,,,2024-01-08 22:01:00,4.0,,
1258,2024-01-17 20:47:00,2024-01-17 20:49:00,2024-01-17 20:52:00,2024-01-17 20:45:00,2.0,2.0,3.0
1259,2024-01-26 13:29:00,,,2024-01-26 13:28:00,1.0,,
1260,,,,2024-02-01 16:28:00,,,
1261,,,,2024-01-03 01:08:00,,,
1262,2024-01-06 04:50:00,2024-01-06 04:54:00,2024-01-06 04:57:00,2024-01-06 04:48:00,2.0,4.0,3.0
1263,2024-01-16 04:08:00,2024-01-16 04:12:00,2024-01-16 04:15:00,2024-01-16 04:06:00,2.0,4.0,3.0
1264,2024-01-02 22:27:00,2024-01-02 22:31:00,2024-01-02 22:34:00,2024-01-02 22:24:00,3.0,4.0,3.0
1265,,,,2024-01-23 05:28:00,,,
1266,2024-01-11 19:19:00,2024-01-11 19:23:00,2024-01-11 19:27:00,2024-01-11 19:18:00,1.0,4.0,4.0
1267,2024-01-08 20:58:00,,,2024-01-08 20:55:00,3.0,,
1268,,,,2024-01-22 11:20:00,,,
1269,,,,2024-01-31 20:46:00,,,
1270,2024-01-16 12:32:00,,,2024-01-16 12:31:00,1.0,,
1271,2024-01-27 12:09:00,2024-01-27 12:10:00,2024-01-27 12:11:00,2024-01-27 12:07:00,2.0,1.0,1.0
1272,2024-01-31 04:18:00,,,2024-01-31 04:16:00,2.0,,
1273,,,,2024-01-03 02:41:00,,,
1274,,,,2024-02-01 03:50:00,,,
1275,,,,2024-01-21 10:14:00,,,
1276,,,,2024-01-18 21:33:00,,,
1277,,,,2024-01-02 19:43:00,,,
1278,2024-01-01 19:50:00,2024-01-01 19:53:00,2024-01-01 19:57:00,2024-01-01 19:47:00,3.0,3.0,4.0
1279,2024-02-03 03:58:00,,,2024-02-03 03:56:00,2.0,,
1280,,,,2024-01-12 00:56:00,,,
1281,2024-01-28 19:29:00,2024-01-28 19:32:00,,2024-01-28 19:27:00,2.0,3.0,
1282,,,,2024-01-07 07:40:00,,,
1283,,,,2024-01-30 11:30:00,,,
1284,,,,2024-01-15 07:23:00,,,
1285,,,,2024-01-16 15:13:00,,,
1286,2024-01-13 10:19:00,2024-01-13 10:21:00,2024-01-13 10:22:00,2024-01-13 10:18:00,1.0,2.0,1.0
1287,,,,2024-01-24 22:36:00,,,
1288,,,,2024-01-15 19:57:00,,,
1289,,,,2024-01-20 05:17:00,,,
